STNAME,CTYNAME,STCODE,CTYCODE,year,cases
Tennessee,Johnson County,47,91,Cases2006,0
Tennessee,Knox County,47,93,Cases2006,3
Tennessee,Lake County,47,95,Cases2006,0
Tennessee,Lauderdale County,47,97,Cases2006,0
Tennessee,Lawrence County,47,99,Cases2006,0
Tennessee,Lewis County,47,101,Cases2006,0
Tennessee,Lincoln County,47,103,Cases2006,0
Tennessee,Loudon County,47,105,Cases2006,0
Tennessee,McMinn County,47,107,Cases2006,0
Tennessee,McNairy County,47,109,Cases2006,0
Tennessee,Macon County,47,111,Cases2006,0
Tennessee,Madison County,47,113,Cases2006,0
Tennessee,Marion County,47,115,Cases2006,0
Tennessee,Marshall County,47,117,Cases2006,0
Tennessee,Maury County,47,119,Cases2006,0
Tennessee,Meigs County,47,121,Cases2006,0
Tennessee,Monroe County,47,123,Cases2006,0
Tennessee,Montgomery County,47,125,Cases2006,0
Tennessee,Moore County,47,127,Cases2006,0
Tennessee,Morgan County,47,129,Cases2006,0
Tennessee,Obion County,47,131,Cases2006,0
Tennessee,Overton County,47,133,Cases2006,0
Tennessee,Perry County,47,135,Cases2006,0
Tennessee,Pickett County,47,137,Cases2006,0
Tennessee,Polk County,47,139,Cases2006,1
Tennessee,Putnam County,47,141,Cases2006,1
Tennessee,Rhea County,47,143,Cases2006,0
Tennessee,Roane County,47,145,Cases2006,2
Tennessee,Robertson County,47,147,Cases2006,0
Tennessee,Rutherford County,47,149,Cases2006,0
Tennessee,Scott County,47,151,Cases2006,0
Tennessee,Sequatchie County,47,153,Cases2006,0
Tennessee,Sevier County,47,155,Cases2006,0
Tennessee,Shelby County,47,157,Cases2006,0
Tennessee,Smith County,47,159,Cases2006,0
Tennessee,Stewart County,47,161,Cases2006,0
Tennessee,Sullivan County,47,163,Cases2006,1
Tennessee,Sumner County,47,165,Cases2006,0
Tennessee,Tipton County,47,167,Cases2006,0
Tennessee,Trousdale County,47,169,Cases2006,0
Tennessee,Unicoi County,47,171,Cases2006,1
Tennessee,Union County,47,173,Cases2006,0
Tennessee,Van Buren County,47,175,Cases2006,0
Tennessee,Warren County,47,177,Cases2006,0
Tennessee,Washington County,47,179,Cases2006,0
Tennessee,Wayne County,47,181,Cases2006,0
Tennessee,Weakley County,47,183,Cases2006,1
Tennessee,White County,47,185,Cases2006,0
Tennessee,Williamson County,47,187,Cases2006,0
Tennessee,Wilson County,47,189,Cases2006,0
Tennessee,Tennessee,47,999,Cases2006,0
Texas,Anderson County,48,1,Cases2006,0
Texas,Andrews County,48,3,Cases2006,0
Texas,Angelina County,48,5,Cases2006,0
Texas,Aransas County,48,7,Cases2006,0
Texas,Archer County,48,9,Cases2006,0
Texas,Armstrong County,48,11,Cases2006,0
Texas,Atascosa County,48,13,Cases2006,1
Texas,Austin County,48,15,Cases2006,0
Texas,Bailey County,48,17,Cases2006,0
Texas,Bandera County,48,19,Cases2006,0
Texas,Bastrop County,48,21,Cases2006,0
Texas,Baylor County,48,23,Cases2006,0
Texas,Bee County,48,25,Cases2006,0
Texas,Bell County,48,27,Cases2006,0
Texas,Bexar County,48,29,Cases2006,0
Texas,Blanco County,48,31,Cases2006,0
Texas,Borden County,48,33,Cases2006,0
Texas,Bosque County,48,35,Cases2006,0
Texas,Bowie County,48,37,Cases2006,0
Texas,Brazoria County,48,39,Cases2006,0
Texas,Brazos County,48,41,Cases2006,1
Texas,Brewster County,48,43,Cases2006,0
Texas,Briscoe County,48,45,Cases2006,0
Texas,Brooks County,48,47,Cases2006,0
Texas,Brown County,48,49,Cases2006,1
Texas,Burleson County,48,51,Cases2006,0
Texas,Burnet County,48,53,Cases2006,0
Texas,Caldwell County,48,55,Cases2006,0
Texas,Calhoun County,48,57,Cases2006,0
Texas,Callahan County,48,59,Cases2006,0
Texas,Cameron County,48,61,Cases2006,1
Texas,Camp County,48,63,Cases2006,0
Texas,Carson County,48,65,Cases2006,0
Texas,Cass County,48,67,Cases2006,0
Texas,Castro County,48,69,Cases2006,0
Texas,Chambers County,48,71,Cases2006,0
Texas,Cherokee County,48,73,Cases2006,1
Texas,Childress County,48,75,Cases2006,0
Texas,Clay County,48,77,Cases2006,0
Texas,Cochran County,48,79,Cases2006,0
Texas,Coke County,48,81,Cases2006,0
Texas,Coleman County,48,83,Cases2006,0
Texas,Collin County,48,85,Cases2006,1
Texas,Collingsworth County,48,87,Cases2006,0
Texas,Colorado County,48,89,Cases2006,0
Texas,Comal County,48,91,Cases2006,0
Texas,Comanche County,48,93,Cases2006,0
Texas,Concho County,48,95,Cases2006,0
Texas,Cooke County,48,97,Cases2006,1
Texas,Coryell County,48,99,Cases2006,0
Texas,Cottle County,48,101,Cases2006,0
Texas,Crane County,48,103,Cases2006,0
Texas,Crockett County,48,105,Cases2006,0
Texas,Crosby County,48,107,Cases2006,0
Texas,Culberson County,48,109,Cases2006,0
Texas,Dallam County,48,111,Cases2006,0
Texas,Dallas County,48,113,Cases2006,0
Texas,Dawson County,48,115,Cases2006,0
Texas,Deaf Smith County,48,117,Cases2006,0
Texas,Delta County,48,119,Cases2006,0
Texas,Denton County,48,121,Cases2006,0
Texas,DeWitt County,48,123,Cases2006,0
Texas,Dickens County,48,125,Cases2006,0
Texas,Dimmit County,48,127,Cases2006,0
Texas,Donley County,48,129,Cases2006,0
Texas,Duval County,48,131,Cases2006,0
Texas,Eastland County,48,133,Cases2006,0
Texas,Ector County,48,135,Cases2006,0
Texas,Edwards County,48,137,Cases2006,0
Texas,Ellis County,48,139,Cases2006,0
Texas,El Paso County,48,141,Cases2006,0
Texas,Erath County,48,143,Cases2006,0
Texas,Falls County,48,145,Cases2006,0
Texas,Fannin County,48,147,Cases2006,0
Texas,Fayette County,48,149,Cases2006,0
Texas,Fisher County,48,151,Cases2006,0
Texas,Floyd County,48,153,Cases2006,0
Texas,Foard County,48,155,Cases2006,1
Texas,Fort Bend County,48,157,Cases2006,1
Texas,Franklin County,48,159,Cases2006,0
Texas,Freestone County,48,161,Cases2006,0
Texas,Frio County,48,163,Cases2006,0
Texas,Gaines County,48,165,Cases2006,0
Texas,Galveston County,48,167,Cases2006,0
Texas,Garza County,48,169,Cases2006,0
Texas,Gillespie County,48,171,Cases2006,0
Texas,Glasscock County,48,173,Cases2006,0
Texas,Goliad County,48,175,Cases2006,0
Texas,Gonzales County,48,177,Cases2006,0
Texas,Gray County,48,179,Cases2006,0
Texas,Grayson County,48,181,Cases2006,0
Texas,Gregg County,48,183,Cases2006,0
Texas,Grimes County,48,185,Cases2006,0
Texas,Guadalupe County,48,187,Cases2006,0
Texas,Hale County,48,189,Cases2006,0
Texas,Hall County,48,191,Cases2006,0
Texas,Hamilton County,48,193,Cases2006,0
Texas,Hansford County,48,195,Cases2006,0
Texas,Hardeman County,48,197,Cases2006,0
Texas,Hardin County,48,199,Cases2006,0
Texas,Harris County,48,201,Cases2006,3
Texas,Harrison County,48,203,Cases2006,0
Texas,Hartley County,48,205,Cases2006,0
Texas,Haskell County,48,207,Cases2006,0
Texas,Hays County,48,209,Cases2006,1
Texas,Hemphill County,48,211,Cases2006,0
Texas,Henderson County,48,213,Cases2006,0
Texas,Hidalgo County,48,215,Cases2006,0
Texas,Hill County,48,217,Cases2006,0
Texas,Hockley County,48,219,Cases2006,0
Texas,Hood County,48,221,Cases2006,0
Texas,Hopkins County,48,223,Cases2006,0
Texas,Houston County,48,225,Cases2006,0
Texas,Howard County,48,227,Cases2006,1
Texas,Hudspeth County,48,229,Cases2006,0
Texas,Hunt County,48,231,Cases2006,0
Texas,Hutchinson County,48,233,Cases2006,0
Texas,Irion County,48,235,Cases2006,0
Texas,Jack County,48,237,Cases2006,0
Texas,Jackson County,48,239,Cases2006,0
Texas,Jasper County,48,241,Cases2006,0
Texas,Jeff Davis County,48,243,Cases2006,0
Texas,Jefferson County,48,245,Cases2006,0
Texas,Jim Hogg County,48,247,Cases2006,0
Texas,Jim Wells County,48,249,Cases2006,0
Texas,Johnson County,48,251,Cases2006,1
Texas,Jones County,48,253,Cases2006,0
Texas,Karnes County,48,255,Cases2006,0
Texas,Kaufman County,48,257,Cases2006,0
Texas,Kendall County,48,259,Cases2006,0
Texas,Kenedy County,48,261,Cases2006,0
Texas,Kent County,48,263,Cases2006,0
Texas,Kerr County,48,265,Cases2006,0
Texas,Kimble County,48,267,Cases2006,0
Texas,King County,48,269,Cases2006,0
Texas,Kinney County,48,271,Cases2006,0
Texas,Kleberg County,48,273,Cases2006,0
Texas,Knox County,48,275,Cases2006,0
Texas,Lamar County,48,277,Cases2006,0
Texas,Lamb County,48,279,Cases2006,0
Texas,Lampasas County,48,281,Cases2006,0
Texas,La Salle County,48,283,Cases2006,0
Texas,Lavaca County,48,285,Cases2006,0
Texas,Lee County,48,287,Cases2006,1
Texas,Leon County,48,289,Cases2006,0
Texas,Liberty County,48,291,Cases2006,1
Texas,Limestone County,48,293,Cases2006,0
Texas,Lipscomb County,48,295,Cases2006,0
Texas,Live Oak County,48,297,Cases2006,0
Texas,Llano County,48,299,Cases2006,0
Texas,Loving County,48,301,Cases2006,0
Texas,Lubbock County,48,303,Cases2006,1
Texas,Lynn County,48,305,Cases2006,0
Texas,McCulloch County,48,307,Cases2006,0
Texas,McLennan County,48,309,Cases2006,0
Texas,McMullen County,48,311,Cases2006,0
Texas,Madison County,48,313,Cases2006,0
Texas,Marion County,48,315,Cases2006,0
Texas,Martin County,48,317,Cases2006,0
Texas,Mason County,48,319,Cases2006,0
Texas,Matagorda County,48,321,Cases2006,0
Texas,Maverick County,48,323,Cases2006,0
Texas,Medina County,48,325,Cases2006,0
Texas,Menard County,48,327,Cases2006,0
Texas,Midland County,48,329,Cases2006,0
Texas,Milam County,48,331,Cases2006,0
Texas,Mills County,48,333,Cases2006,0
Texas,Mitchell County,48,335,Cases2006,0
Texas,Montague County,48,337,Cases2006,0
Texas,Montgomery County,48,339,Cases2006,0
Texas,Moore County,48,341,Cases2006,0
Texas,Morris County,48,343,Cases2006,0
Texas,Motley County,48,345,Cases2006,0
Texas,Nacogdoches County,48,347,Cases2006,0
Texas,Navarro County,48,349,Cases2006,0
Texas,Newton County,48,351,Cases2006,0
Texas,Nolan County,48,353,Cases2006,0
Texas,Nueces County,48,355,Cases2006,0
Texas,Ochiltree County,48,357,Cases2006,0
Texas,Oldham County,48,359,Cases2006,0
Texas,Orange County,48,361,Cases2006,0
Texas,Palo Pinto County,48,363,Cases2006,0
Texas,Panola County,48,365,Cases2006,0
Texas,Parker County,48,367,Cases2006,1
Texas,Parmer County,48,369,Cases2006,0
Texas,Pecos County,48,371,Cases2006,0
Texas,Polk County,48,373,Cases2006,0
Texas,Potter County,48,375,Cases2006,0
Texas,Presidio County,48,377,Cases2006,0
Texas,Rains County,48,379,Cases2006,0
Texas,Randall County,48,381,Cases2006,0
Texas,Reagan County,48,383,Cases2006,0
Texas,Real County,48,385,Cases2006,0
Texas,Red River County,48,387,Cases2006,0
Texas,Reeves County,48,389,Cases2006,0
Texas,Refugio County,48,391,Cases2006,0
Texas,Roberts County,48,393,Cases2006,0
Texas,Robertson County,48,395,Cases2006,0
Texas,Rockwall County,48,397,Cases2006,0
Texas,Runnels County,48,399,Cases2006,1
Texas,Rusk County,48,401,Cases2006,0
Texas,Sabine County,48,403,Cases2006,0
Texas,San Augustine County,48,405,Cases2006,0
Texas,San Jacinto County,48,407,Cases2006,0
Texas,San Patricio County,48,409,Cases2006,0
Texas,San Saba County,48,411,Cases2006,0
Texas,Schleicher County,48,413,Cases2006,0
Texas,Scurry County,48,415,Cases2006,0
Texas,Shackelford County,48,417,Cases2006,0
Texas,Shelby County,48,419,Cases2006,0
Texas,Sherman County,48,421,Cases2006,0
Texas,Smith County,48,423,Cases2006,2
Texas,Somervell County,48,425,Cases2006,0
Texas,Starr County,48,427,Cases2006,0
Texas,Stephens County,48,429,Cases2006,0
Texas,Sterling County,48,431,Cases2006,0
Texas,Stonewall County,48,433,Cases2006,0
Texas,Sutton County,48,435,Cases2006,0
Texas,Swisher County,48,437,Cases2006,0
Texas,Tarrant County,48,439,Cases2006,3
Texas,Taylor County,48,441,Cases2006,1
Texas,Terrell County,48,443,Cases2006,0
Texas,Terry County,48,445,Cases2006,0
Texas,Throckmorton County,48,447,Cases2006,0
Texas,Titus County,48,449,Cases2006,0
Texas,Tom Green County,48,451,Cases2006,0
Texas,Travis County,48,453,Cases2006,2
Texas,Trinity County,48,455,Cases2006,0
Texas,Tyler County,48,457,Cases2006,0
Texas,Upshur County,48,459,Cases2006,0
Texas,Upton County,48,461,Cases2006,0
Texas,Uvalde County,48,463,Cases2006,0
Texas,Val Verde County,48,465,Cases2006,0
Texas,Van Zandt County,48,467,Cases2006,1
Texas,Victoria County,48,469,Cases2006,0
Texas,Walker County,48,471,Cases2006,0
Texas,Waller County,48,473,Cases2006,0
Texas,Ward County,48,475,Cases2006,0
Texas,Washington County,48,477,Cases2006,0
Texas,Webb County,48,479,Cases2006,0
Texas,Wharton County,48,481,Cases2006,0
Texas,Wheeler County,48,483,Cases2006,0
Texas,Wichita County,48,485,Cases2006,0
Texas,Wilbarger County,48,487,Cases2006,0
Texas,Willacy County,48,489,Cases2006,0
Texas,Williamson County,48,491,Cases2006,0
Texas,Wilson County,48,493,Cases2006,0
Texas,Winkler County,48,495,Cases2006,0
Texas,Wise County,48,497,Cases2006,0
Texas,Wood County,48,499,Cases2006,0
Texas,Yoakum County,48,501,Cases2006,0
Texas,Young County,48,503,Cases2006,0
Texas,Zapata County,48,505,Cases2006,0
Texas,Zavala County,48,507,Cases2006,0
Texas,Texas,48,999,Cases2006,0
Utah,Beaver County,49,1,Cases2006,0
Utah,Box Elder County,49,3,Cases2006,0
Utah,Cache County,49,5,Cases2006,1
Utah,Carbon County,49,7,Cases2006,0
Utah,Daggett County,49,9,Cases2006,0
Utah,Davis County,49,11,Cases2006,0
Utah,Duchesne County,49,13,Cases2006,0
Utah,Emery County,49,15,Cases2006,0
Utah,Garfield County,49,17,Cases2006,0
Utah,Grand County,49,19,Cases2006,0
Utah,Iron County,49,21,Cases2006,0
Utah,Juab County,49,23,Cases2006,0
Utah,Kane County,49,25,Cases2006,0
Utah,Millard County,49,27,Cases2006,0
Utah,Morgan County,49,29,Cases2006,0
Utah,Piute County,49,31,Cases2006,0
Utah,Rich County,49,33,Cases2006,0
Utah,Salt Lake County,49,35,Cases2006,1
Utah,San Juan County,49,37,Cases2006,0
Utah,Sanpete County,49,39,Cases2006,0
Utah,Sevier County,49,41,Cases2006,0
Utah,Summit County,49,43,Cases2006,1
Utah,Tooele County,49,45,Cases2006,0
Utah,Uintah County,49,47,Cases2006,0
Utah,Utah County,49,49,Cases2006,2
Utah,Wasatch County,49,51,Cases2006,0
Utah,Washington County,49,53,Cases2006,0
Utah,Wayne County,49,55,Cases2006,0
Utah,Weber County,49,57,Cases2006,0
Utah,Utah,49,999,Cases2006,0
Vermont,Addison County,50,1,Cases2006,7
Vermont,Bennington County,50,3,Cases2006,47
Vermont,Caledonia County,50,5,Cases2006,1
Vermont,Chittenden County,50,7,Cases2006,11
Vermont,Essex County,50,9,Cases2006,0
Vermont,Franklin County,50,11,Cases2006,0
Vermont,Grand Isle County,50,13,Cases2006,1
Vermont,Lamoille County,50,15,Cases2006,0
Vermont,Orange County,50,17,Cases2006,3
Vermont,Orleans County,50,19,Cases2006,1
Vermont,Rutland County,50,21,Cases2006,12
Vermont,Washington County,50,23,Cases2006,2
Vermont,Windham County,50,25,Cases2006,16
Vermont,Windsor County,50,27,Cases2006,4
Vermont,Vermont,50,999,Cases2006,0
Virginia,Accomack County,51,1,Cases2006,1
Virginia,Albemarle County,51,3,Cases2006,4
Virginia,Alleghany County,51,5,Cases2006,0
Virginia,Amelia County,51,7,Cases2006,0
Virginia,Amherst County,51,9,Cases2006,1
Virginia,Appomattox County,51,11,Cases2006,0
Virginia,Arlington County,51,13,Cases2006,11
Virginia,Augusta County,51,15,Cases2006,0
Virginia,Bath County,51,17,Cases2006,0
Virginia,Bedford County,51,19,Cases2006,2
Virginia,Bland County,51,21,Cases2006,0
Virginia,Botetourt County,51,23,Cases2006,0
Virginia,Brunswick County,51,25,Cases2006,0
Virginia,Buchanan County,51,27,Cases2006,0
Virginia,Buckingham County,51,29,Cases2006,0
Virginia,Campbell County,51,31,Cases2006,2
Virginia,Caroline County,51,33,Cases2006,2
Virginia,Carroll County,51,35,Cases2006,0
Virginia,Charles City County,51,36,Cases2006,0
Virginia,Charlotte County,51,37,Cases2006,0
Virginia,Chesterfield County,51,41,Cases2006,2
Virginia,Clarke County,51,43,Cases2006,6
Virginia,Craig County,51,45,Cases2006,0
Virginia,Culpeper County,51,47,Cases2006,6
Virginia,Cumberland County,51,49,Cases2006,0
Virginia,Dickenson County,51,51,Cases2006,0
Virginia,Dinwiddie County,51,53,Cases2006,0
Virginia,Essex County,51,57,Cases2006,1
Virginia,Fairfax County,51,59,Cases2006,102
Virginia,Fauquier County,51,61,Cases2006,8
Virginia,Floyd County,51,63,Cases2006,0
Virginia,Fluvanna County,51,65,Cases2006,0
Virginia,Franklin County,51,67,Cases2006,0
Virginia,Frederick County,51,69,Cases2006,3
Virginia,Giles County,51,71,Cases2006,0
Virginia,Gloucester County,51,73,Cases2006,0
Virginia,Goochland County,51,75,Cases2006,1
Virginia,Grayson County,51,77,Cases2006,0
Virginia,Greene County,51,79,Cases2006,0
Virginia,Greensville County,51,81,Cases2006,0
Virginia,Halifax County,51,83,Cases2006,0
Virginia,Hanover County,51,85,Cases2006,0
Virginia,Henrico County,51,87,Cases2006,1
Virginia,Henry County,51,89,Cases2006,0
Virginia,Highland County,51,91,Cases2006,0
Virginia,Isle of Wight County,51,93,Cases2006,0
Virginia,James City County,51,95,Cases2006,1
Virginia,King and Queen County,51,97,Cases2006,0
Virginia,King George County,51,99,Cases2006,3
Virginia,King William County,51,101,Cases2006,0
Virginia,Lancaster County,51,103,Cases2006,0
Virginia,Lee County,51,105,Cases2006,0
Virginia,Loudoun County,51,107,Cases2006,109
Virginia,Louisa County,51,109,Cases2006,0
Virginia,Lunenburg County,51,111,Cases2006,0
Virginia,Madison County,51,113,Cases2006,0
Virginia,Mathews County,51,115,Cases2006,0
Virginia,Mecklenburg County,51,117,Cases2006,0
Virginia,Middlesex County,51,119,Cases2006,0
Virginia,Montgomery County,51,121,Cases2006,1
Virginia,Nelson County,51,125,Cases2006,0
Virginia,New Kent County,51,127,Cases2006,0
Virginia,Northampton County,51,131,Cases2006,0
Virginia,Northumberland County,51,133,Cases2006,0
Virginia,Nottoway County,51,135,Cases2006,0
Virginia,Orange County,51,137,Cases2006,1
Virginia,Page County,51,139,Cases2006,2
Virginia,Patrick County,51,141,Cases2006,0
Virginia,Pittsylvania County,51,143,Cases2006,0
Virginia,Powhatan County,51,145,Cases2006,0
Virginia,Prince Edward County,51,147,Cases2006,0
Virginia,Prince George County,51,149,Cases2006,1
Virginia,Prince William County,51,153,Cases2006,30
Virginia,Pulaski County,51,155,Cases2006,0
Virginia,Rappahannock County,51,157,Cases2006,2
Virginia,Richmond County,51,159,Cases2006,1
Virginia,Roanoke County,51,161,Cases2006,0
Virginia,Rockbridge County,51,163,Cases2006,2
Virginia,Rockingham County,51,165,Cases2006,1
Virginia,Russell County,51,167,Cases2006,0
Virginia,Scott County,51,169,Cases2006,0
Virginia,Shenandoah County,51,171,Cases2006,0
Virginia,Smyth County,51,173,Cases2006,0
Virginia,Southampton County,51,175,Cases2006,0
Virginia,Spotsylvania County,51,177,Cases2006,3
Virginia,Stafford County,51,179,Cases2006,2
Virginia,Surry County,51,181,Cases2006,0
Virginia,Sussex County,51,183,Cases2006,0
Virginia,Tazewell County,51,185,Cases2006,0
Virginia,Warren County,51,187,Cases2006,3
Virginia,Washington County,51,191,Cases2006,0
Virginia,Westmoreland County,51,193,Cases2006,0
Virginia,Wise County,51,195,Cases2006,1
Virginia,Wythe County,51,197,Cases2006,0
Virginia,York County,51,199,Cases2006,3
Virginia,Alexandria city,51,510,Cases2006,3
Virginia,Bedford city,51,515,Cases2006,0
Virginia,Bristol city,51,520,Cases2006,0
Virginia,Buena Vista city,51,530,Cases2006,0
Virginia,Charlottesville city,51,540,Cases2006,0
Virginia,Chesapeake city,51,550,Cases2006,3
Virginia,Colonial Heights city,51,570,Cases2006,0
Virginia,Covington city,51,580,Cases2006,0
Virginia,Danville city,51,590,Cases2006,1
Virginia,Emporia city,51,595,Cases2006,0
Virginia,Fairfax city,51,600,Cases2006,0
Virginia,Falls Church city,51,610,Cases2006,0
Virginia,Franklin city,51,620,Cases2006,0
Virginia,Fredericksburg city,51,630,Cases2006,1
Virginia,Galax city,51,640,Cases2006,0
Virginia,Hampton city,51,650,Cases2006,2
Virginia,Harrisonburg city,51,660,Cases2006,0
Virginia,Hopewell city,51,670,Cases2006,0
Virginia,Lexington city,51,678,Cases2006,0
Virginia,Lynchburg city,51,680,Cases2006,8
Virginia,Manassas city,51,683,Cases2006,0
Virginia,Manassas Park city,51,685,Cases2006,0
Virginia,Martinsville city,51,690,Cases2006,0
Virginia,Newport News city,51,700,Cases2006,1
Virginia,Norfolk city,51,710,Cases2006,1
Virginia,Norton city,51,720,Cases2006,0
Virginia,Petersburg city,51,730,Cases2006,0
Virginia,Poquoson city,51,735,Cases2006,1
Virginia,Portsmouth city,51,740,Cases2006,0
Virginia,Radford city,51,750,Cases2006,0
Virginia,Richmond city,51,760,Cases2006,2
Virginia,Roanoke city,51,770,Cases2006,1
Virginia,Salem city,51,775,Cases2006,0
Virginia,Staunton city,51,790,Cases2006,0
Virginia,Suffolk city,51,800,Cases2006,3
Virginia,Virginia Beach city,51,810,Cases2006,0
Virginia,Waynesboro city,51,820,Cases2006,0
Virginia,Williamsburg city,51,830,Cases2006,11
Virginia,Winchester city,51,840,Cases2006,0
Virginia,Virginia,51,999,Cases2006,0
Washington,Adams County,53,1,Cases2006,0
Washington,Asotin County,53,3,Cases2006,0
Washington,Benton County,53,5,Cases2006,0
Washington,Chelan County,53,7,Cases2006,0
Washington,Clallam County,53,9,Cases2006,0
Washington,Clark County,53,11,Cases2006,0
Washington,Columbia County,53,13,Cases2006,0
Washington,Cowlitz County,53,15,Cases2006,1
Washington,Douglas County,53,17,Cases2006,0
Washington,Ferry County,53,19,Cases2006,0
Washington,Franklin County,53,21,Cases2006,0
Washington,Garfield County,53,23,Cases2006,0
Washington,Grant County,53,25,Cases2006,0
Washington,Grays Harbor County,53,27,Cases2006,0
Washington,Island County,53,29,Cases2006,0
Washington,Jefferson County,53,31,Cases2006,0
Washington,King County,53,33,Cases2006,2
Washington,Kitsap County,53,35,Cases2006,0
Washington,Kittitas County,53,37,Cases2006,0
Washington,Klickitat County,53,39,Cases2006,0
Washington,Lewis County,53,41,Cases2006,0
Washington,Lincoln County,53,43,Cases2006,0
Washington,Mason County,53,45,Cases2006,0
Washington,Okanogan County,53,47,Cases2006,0
Washington,Pacific County,53,49,Cases2006,1
Washington,Pend Oreille County,53,51,Cases2006,0
Washington,Pierce County,53,53,Cases2006,0
Washington,San Juan County,53,55,Cases2006,0
Washington,Skagit County,53,57,Cases2006,0
Washington,Skamania County,53,59,Cases2006,0
Washington,Snohomish County,53,61,Cases2006,0
Washington,Spokane County,53,63,Cases2006,1
Washington,Stevens County,53,65,Cases2006,1
Washington,Thurston County,53,67,Cases2006,1
Washington,Wahkiakum County,53,69,Cases2006,0
Washington,Walla Walla County,53,71,Cases2006,0
Washington,Whatcom County,53,73,Cases2006,1
Washington,Whitman County,53,75,Cases2006,0
Washington,Yakima County,53,77,Cases2006,0
Washington,Washington,53,999,Cases2006,0
West Virginia,Barbour County,54,1,Cases2006,0
West Virginia,Berkeley County,54,3,Cases2006,13
West Virginia,Boone County,54,5,Cases2006,0
West Virginia,Braxton County,54,7,Cases2006,0
West Virginia,Brooke County,54,9,Cases2006,0
West Virginia,Cabell County,54,11,Cases2006,0
West Virginia,Calhoun County,54,13,Cases2006,0
West Virginia,Clay County,54,15,Cases2006,0
West Virginia,Doddridge County,54,17,Cases2006,0
West Virginia,Fayette County,54,19,Cases2006,1
West Virginia,Gilmer County,54,21,Cases2006,0
West Virginia,Grant County,54,23,Cases2006,1
West Virginia,Greenbrier County,54,25,Cases2006,0
West Virginia,Hampshire County,54,27,Cases2006,0
West Virginia,Hancock County,54,29,Cases2006,0
West Virginia,Hardy County,54,31,Cases2006,0
West Virginia,Harrison County,54,33,Cases2006,0
West Virginia,Jackson County,54,35,Cases2006,0
West Virginia,Jefferson County,54,37,Cases2006,3
West Virginia,Kanawha County,54,39,Cases2006,0
West Virginia,Lewis County,54,41,Cases2006,0
West Virginia,Lincoln County,54,43,Cases2006,0
West Virginia,Logan County,54,45,Cases2006,0
West Virginia,McDowell County,54,47,Cases2006,0
West Virginia,Marion County,54,49,Cases2006,1
West Virginia,Marshall County,54,51,Cases2006,1
West Virginia,Mason County,54,53,Cases2006,1
West Virginia,Mercer County,54,55,Cases2006,0
West Virginia,Mineral County,54,57,Cases2006,1
West Virginia,Mingo County,54,59,Cases2006,0
West Virginia,Monongalia County,54,61,Cases2006,0
West Virginia,Monroe County,54,63,Cases2006,0
West Virginia,Morgan County,54,65,Cases2006,5
West Virginia,Nicholas County,54,67,Cases2006,0
West Virginia,Ohio County,54,69,Cases2006,0
West Virginia,Pendleton County,54,71,Cases2006,0
West Virginia,Pleasants County,54,73,Cases2006,0
West Virginia,Pocahontas County,54,75,Cases2006,0
West Virginia,Preston County,54,77,Cases2006,0
West Virginia,Putnam County,54,79,Cases2006,0
West Virginia,Raleigh County,54,81,Cases2006,0
West Virginia,Randolph County,54,83,Cases2006,0
West Virginia,Ritchie County,54,85,Cases2006,1
West Virginia,Roane County,54,87,Cases2006,0
West Virginia,Summers County,54,89,Cases2006,0
West Virginia,Taylor County,54,91,Cases2006,0
West Virginia,Tucker County,54,93,Cases2006,0
West Virginia,Tyler County,54,95,Cases2006,0
West Virginia,Upshur County,54,97,Cases2006,0
West Virginia,Wayne County,54,99,Cases2006,0
West Virginia,Webster County,54,101,Cases2006,0
West Virginia,Wetzel County,54,103,Cases2006,0
West Virginia,Wirt County,54,105,Cases2006,0
West Virginia,Wood County,54,107,Cases2006,0
West Virginia,Wyoming County,54,109,Cases2006,0
West Virginia,West Virginia,54,999,Cases2006,0
Wisconsin,Adams County,55,1,Cases2006,15
Wisconsin,Ashland County,55,3,Cases2006,4
Wisconsin,Barron County,55,5,Cases2006,32
Wisconsin,Bayfield County,55,7,Cases2006,6
Wisconsin,Brown County,55,9,Cases2006,5
Wisconsin,Buffalo County,55,11,Cases2006,7
Wisconsin,Burnett County,55,13,Cases2006,24
Wisconsin,Calumet County,55,15,Cases2006,3
Wisconsin,Chippewa County,55,17,Cases2006,51
Wisconsin,Clark County,55,19,Cases2006,34
Wisconsin,Columbia County,55,21,Cases2006,23
Wisconsin,Crawford County,55,23,Cases2006,36
Wisconsin,Dane County,55,25,Cases2006,74
Wisconsin,Dodge County,55,27,Cases2006,5
Wisconsin,Door County,55,29,Cases2006,3
Wisconsin,Douglas County,55,31,Cases2006,16
Wisconsin,Dunn County,55,33,Cases2006,18
Wisconsin,Eau Claire County,55,35,Cases2006,94
Wisconsin,Florence County,55,37,Cases2006,0
Wisconsin,Fond du Lac County,55,39,Cases2006,5
Wisconsin,Forest County,55,41,Cases2006,1
Wisconsin,Grant County,55,43,Cases2006,17
Wisconsin,Green County,55,45,Cases2006,1
Wisconsin,Green Lake County,55,47,Cases2006,2
Wisconsin,Iowa County,55,49,Cases2006,11
Wisconsin,Iron County,55,51,Cases2006,1
Wisconsin,Jackson County,55,53,Cases2006,10
Wisconsin,Jefferson County,55,55,Cases2006,1
Wisconsin,Juneau County,55,57,Cases2006,40
Wisconsin,Kenosha County,55,59,Cases2006,2
