STNAME,CTYNAME,STCODE,CTYCODE,year,cases
Iowa,Sioux County,19,167,Cases2002,0
Iowa,Story County,19,169,Cases2002,3
Iowa,Tama County,19,171,Cases2002,0
Iowa,Taylor County,19,173,Cases2002,0
Iowa,Union County,19,175,Cases2002,0
Iowa,Van Buren County,19,177,Cases2002,0
Iowa,Wapello County,19,179,Cases2002,2
Iowa,Warren County,19,181,Cases2002,0
Iowa,Washington County,19,183,Cases2002,0
Iowa,Wayne County,19,185,Cases2002,1
Iowa,Webster County,19,187,Cases2002,0
Iowa,Winnebago County,19,189,Cases2002,0
Iowa,Winneshiek County,19,191,Cases2002,0
Iowa,Woodbury County,19,193,Cases2002,0
Iowa,Worth County,19,195,Cases2002,0
Iowa,Wright County,19,197,Cases2002,0
Iowa,Iowa,19,999,Cases2002,0
Kansas,Allen County,20,1,Cases2002,0
Kansas,Anderson County,20,3,Cases2002,0
Kansas,Atchison County,20,5,Cases2002,0
Kansas,Barber County,20,7,Cases2002,0
Kansas,Barton County,20,9,Cases2002,0
Kansas,Bourbon County,20,11,Cases2002,0
Kansas,Brown County,20,13,Cases2002,0
Kansas,Butler County,20,15,Cases2002,1
Kansas,Chase County,20,17,Cases2002,0
Kansas,Chautauqua County,20,19,Cases2002,0
Kansas,Cherokee County,20,21,Cases2002,0
Kansas,Cheyenne County,20,23,Cases2002,0
Kansas,Clark County,20,25,Cases2002,0
Kansas,Clay County,20,27,Cases2002,0
Kansas,Cloud County,20,29,Cases2002,0
Kansas,Coffey County,20,31,Cases2002,0
Kansas,Comanche County,20,33,Cases2002,0
Kansas,Cowley County,20,35,Cases2002,0
Kansas,Crawford County,20,37,Cases2002,0
Kansas,Decatur County,20,39,Cases2002,0
Kansas,Dickinson County,20,41,Cases2002,0
Kansas,Doniphan County,20,43,Cases2002,0
Kansas,Douglas County,20,45,Cases2002,4
Kansas,Edwards County,20,47,Cases2002,0
Kansas,Elk County,20,49,Cases2002,0
Kansas,Ellis County,20,51,Cases2002,0
Kansas,Ellsworth County,20,53,Cases2002,0
Kansas,Finney County,20,55,Cases2002,0
Kansas,Ford County,20,57,Cases2002,0
Kansas,Franklin County,20,59,Cases2002,0
Kansas,Geary County,20,61,Cases2002,0
Kansas,Gove County,20,63,Cases2002,0
Kansas,Graham County,20,65,Cases2002,0
Kansas,Grant County,20,67,Cases2002,0
Kansas,Gray County,20,69,Cases2002,0
Kansas,Greeley County,20,71,Cases2002,0
Kansas,Greenwood County,20,73,Cases2002,0
Kansas,Hamilton County,20,75,Cases2002,0
Kansas,Harper County,20,77,Cases2002,0
Kansas,Harvey County,20,79,Cases2002,0
Kansas,Haskell County,20,81,Cases2002,0
Kansas,Hodgeman County,20,83,Cases2002,0
Kansas,Jackson County,20,85,Cases2002,0
Kansas,Jefferson County,20,87,Cases2002,0
Kansas,Jewell County,20,89,Cases2002,0
Kansas,Johnson County,20,91,Cases2002,1
Kansas,Kearny County,20,93,Cases2002,0
Kansas,Kingman County,20,95,Cases2002,0
Kansas,Kiowa County,20,97,Cases2002,0
Kansas,Labette County,20,99,Cases2002,0
Kansas,Lane County,20,101,Cases2002,0
Kansas,Leavenworth County,20,103,Cases2002,0
Kansas,Lincoln County,20,105,Cases2002,0
Kansas,Linn County,20,107,Cases2002,0
Kansas,Logan County,20,109,Cases2002,0
Kansas,Lyon County,20,111,Cases2002,0
Kansas,McPherson County,20,113,Cases2002,0
Kansas,Marion County,20,115,Cases2002,0
Kansas,Marshall County,20,117,Cases2002,0
Kansas,Meade County,20,119,Cases2002,0
Kansas,Miami County,20,121,Cases2002,0
Kansas,Mitchell County,20,123,Cases2002,0
Kansas,Montgomery County,20,125,Cases2002,0
Kansas,Morris County,20,127,Cases2002,0
Kansas,Morton County,20,129,Cases2002,0
Kansas,Nemaha County,20,131,Cases2002,0
Kansas,Neosho County,20,133,Cases2002,0
Kansas,Ness County,20,135,Cases2002,0
Kansas,Norton County,20,137,Cases2002,0
Kansas,Osage County,20,139,Cases2002,0
Kansas,Osborne County,20,141,Cases2002,0
Kansas,Ottawa County,20,143,Cases2002,0
Kansas,Pawnee County,20,145,Cases2002,0
Kansas,Phillips County,20,147,Cases2002,0
Kansas,Pottawatomie County,20,149,Cases2002,1
Kansas,Pratt County,20,151,Cases2002,0
Kansas,Rawlins County,20,153,Cases2002,0
Kansas,Reno County,20,155,Cases2002,0
Kansas,Republic County,20,157,Cases2002,0
Kansas,Rice County,20,159,Cases2002,0
Kansas,Riley County,20,161,Cases2002,0
Kansas,Rooks County,20,163,Cases2002,0
Kansas,Rush County,20,165,Cases2002,0
Kansas,Russell County,20,167,Cases2002,0
Kansas,Saline County,20,169,Cases2002,0
Kansas,Scott County,20,171,Cases2002,0
Kansas,Sedgwick County,20,173,Cases2002,0
Kansas,Seward County,20,175,Cases2002,0
Kansas,Shawnee County,20,177,Cases2002,0
Kansas,Sheridan County,20,179,Cases2002,0
Kansas,Sherman County,20,181,Cases2002,0
Kansas,Smith County,20,183,Cases2002,0
Kansas,Stafford County,20,185,Cases2002,0
Kansas,Stanton County,20,187,Cases2002,0
Kansas,Stevens County,20,189,Cases2002,0
Kansas,Sumner County,20,191,Cases2002,0
Kansas,Thomas County,20,193,Cases2002,0
Kansas,Trego County,20,195,Cases2002,0
Kansas,Wabaunsee County,20,197,Cases2002,0
Kansas,Wallace County,20,199,Cases2002,0
Kansas,Washington County,20,201,Cases2002,0
Kansas,Wichita County,20,203,Cases2002,0
Kansas,Wilson County,20,205,Cases2002,0
Kansas,Woodson County,20,207,Cases2002,0
Kansas,Wyandotte County,20,209,Cases2002,0
Kansas,Kansas,20,999,Cases2002,0
Kentucky,Adair County,21,1,Cases2002,0
Kentucky,Allen County,21,3,Cases2002,0
Kentucky,Anderson County,21,5,Cases2002,0
Kentucky,Ballard County,21,7,Cases2002,0
Kentucky,Barren County,21,9,Cases2002,0
Kentucky,Bath County,21,11,Cases2002,0
Kentucky,Bell County,21,13,Cases2002,0
Kentucky,Boone County,21,15,Cases2002,0
Kentucky,Bourbon County,21,17,Cases2002,0
Kentucky,Boyd County,21,19,Cases2002,0
Kentucky,Boyle County,21,21,Cases2002,0
Kentucky,Bracken County,21,23,Cases2002,0
Kentucky,Breathitt County,21,25,Cases2002,0
Kentucky,Breckinridge County,21,27,Cases2002,0
Kentucky,Bullitt County,21,29,Cases2002,0
Kentucky,Butler County,21,31,Cases2002,0
Kentucky,Caldwell County,21,33,Cases2002,0
Kentucky,Calloway County,21,35,Cases2002,0
Kentucky,Campbell County,21,37,Cases2002,0
Kentucky,Carlisle County,21,39,Cases2002,0
Kentucky,Carroll County,21,41,Cases2002,0
Kentucky,Carter County,21,43,Cases2002,0
Kentucky,Casey County,21,45,Cases2002,0
Kentucky,Christian County,21,47,Cases2002,2
Kentucky,Clark County,21,49,Cases2002,0
Kentucky,Clay County,21,51,Cases2002,0
Kentucky,Clinton County,21,53,Cases2002,0
Kentucky,Crittenden County,21,55,Cases2002,0
Kentucky,Cumberland County,21,57,Cases2002,1
Kentucky,Daviess County,21,59,Cases2002,0
Kentucky,Edmonson County,21,61,Cases2002,0
Kentucky,Elliott County,21,63,Cases2002,0
Kentucky,Estill County,21,65,Cases2002,0
Kentucky,Fayette County,21,67,Cases2002,0
Kentucky,Fleming County,21,69,Cases2002,0
Kentucky,Floyd County,21,71,Cases2002,1
Kentucky,Franklin County,21,73,Cases2002,0
Kentucky,Fulton County,21,75,Cases2002,0
Kentucky,Gallatin County,21,77,Cases2002,0
Kentucky,Garrard County,21,79,Cases2002,0
Kentucky,Grant County,21,81,Cases2002,0
Kentucky,Graves County,21,83,Cases2002,2
Kentucky,Grayson County,21,85,Cases2002,2
Kentucky,Green County,21,87,Cases2002,0
Kentucky,Greenup County,21,89,Cases2002,0
Kentucky,Hancock County,21,91,Cases2002,0
Kentucky,Hardin County,21,93,Cases2002,3
Kentucky,Harlan County,21,95,Cases2002,0
Kentucky,Harrison County,21,97,Cases2002,0
Kentucky,Hart County,21,99,Cases2002,0
Kentucky,Henderson County,21,101,Cases2002,0
Kentucky,Henry County,21,103,Cases2002,0
Kentucky,Hickman County,21,105,Cases2002,0
Kentucky,Hopkins County,21,107,Cases2002,0
Kentucky,Jackson County,21,109,Cases2002,0
Kentucky,Jefferson County,21,111,Cases2002,1
Kentucky,Jessamine County,21,113,Cases2002,0
Kentucky,Johnson County,21,115,Cases2002,0
Kentucky,Kenton County,21,117,Cases2002,2
Kentucky,Knott County,21,119,Cases2002,0
Kentucky,Knox County,21,121,Cases2002,0
Kentucky,Larue County,21,123,Cases2002,0
Kentucky,Laurel County,21,125,Cases2002,0
Kentucky,Lawrence County,21,127,Cases2002,0
Kentucky,Lee County,21,129,Cases2002,0
Kentucky,Leslie County,21,131,Cases2002,0
Kentucky,Letcher County,21,133,Cases2002,0
Kentucky,Lewis County,21,135,Cases2002,0
Kentucky,Lincoln County,21,137,Cases2002,0
Kentucky,Livingston County,21,139,Cases2002,0
Kentucky,Logan County,21,141,Cases2002,1
Kentucky,Lyon County,21,143,Cases2002,0
Kentucky,McCracken County,21,145,Cases2002,0
Kentucky,McCreary County,21,147,Cases2002,0
Kentucky,McLean County,21,149,Cases2002,0
Kentucky,Madison County,21,151,Cases2002,0
Kentucky,Magoffin County,21,153,Cases2002,0
Kentucky,Marion County,21,155,Cases2002,1
Kentucky,Marshall County,21,157,Cases2002,0
Kentucky,Martin County,21,159,Cases2002,0
Kentucky,Mason County,21,161,Cases2002,1
Kentucky,Meade County,21,163,Cases2002,1
Kentucky,Menifee County,21,165,Cases2002,0
Kentucky,Mercer County,21,167,Cases2002,0
Kentucky,Metcalfe County,21,169,Cases2002,1
Kentucky,Monroe County,21,171,Cases2002,0
Kentucky,Montgomery County,21,173,Cases2002,1
Kentucky,Morgan County,21,175,Cases2002,0
Kentucky,Muhlenberg County,21,177,Cases2002,1
Kentucky,Nelson County,21,179,Cases2002,1
Kentucky,Nicholas County,21,181,Cases2002,0
Kentucky,Ohio County,21,183,Cases2002,1
Kentucky,Oldham County,21,185,Cases2002,0
Kentucky,Owen County,21,187,Cases2002,0
Kentucky,Owsley County,21,189,Cases2002,0
Kentucky,Pendleton County,21,191,Cases2002,0
Kentucky,Perry County,21,193,Cases2002,0
Kentucky,Pike County,21,195,Cases2002,0
Kentucky,Powell County,21,197,Cases2002,0
Kentucky,Pulaski County,21,199,Cases2002,1
Kentucky,Robertson County,21,201,Cases2002,0
Kentucky,Rockcastle County,21,203,Cases2002,0
Kentucky,Rowan County,21,205,Cases2002,0
Kentucky,Russell County,21,207,Cases2002,0
Kentucky,Scott County,21,209,Cases2002,0
Kentucky,Shelby County,21,211,Cases2002,0
Kentucky,Simpson County,21,213,Cases2002,0
Kentucky,Spencer County,21,215,Cases2002,0
Kentucky,Taylor County,21,217,Cases2002,1
Kentucky,Todd County,21,219,Cases2002,0
Kentucky,Trigg County,21,221,Cases2002,0
Kentucky,Trimble County,21,223,Cases2002,0
Kentucky,Union County,21,225,Cases2002,0
Kentucky,Warren County,21,227,Cases2002,0
Kentucky,Washington County,21,229,Cases2002,0
Kentucky,Wayne County,21,231,Cases2002,0
Kentucky,Webster County,21,233,Cases2002,0
Kentucky,Whitley County,21,235,Cases2002,0
Kentucky,Wolfe County,21,237,Cases2002,0
Kentucky,Woodford County,21,239,Cases2002,0
Kentucky,Kentucky,21,999,Cases2002,0
Louisiana,Acadia Parish,22,1,Cases2002,0
Louisiana,Allen Parish,22,3,Cases2002,0
Louisiana,Ascension Parish,22,5,Cases2002,1
Louisiana,Assumption Parish,22,7,Cases2002,0
Louisiana,Avoyelles Parish,22,9,Cases2002,1
Louisiana,Beauregard Parish,22,11,Cases2002,0
Louisiana,Bienville Parish,22,13,Cases2002,0
Louisiana,Bossier Parish,22,15,Cases2002,0
Louisiana,Caddo Parish,22,17,Cases2002,0
Louisiana,Calcasieu Parish,22,19,Cases2002,1
Louisiana,Caldwell Parish,22,21,Cases2002,0
Louisiana,Cameron Parish,22,23,Cases2002,0
Louisiana,Catahoula Parish,22,25,Cases2002,0
Louisiana,Claiborne Parish,22,27,Cases2002,0
Louisiana,Concordia Parish,22,29,Cases2002,0
Louisiana,De Soto Parish,22,31,Cases2002,0
Louisiana,East Baton Rouge Parish,22,33,Cases2002,0
Louisiana,East Carroll Parish,22,35,Cases2002,0
Louisiana,East Feliciana Parish,22,37,Cases2002,0
Louisiana,Evangeline Parish,22,39,Cases2002,0
Louisiana,Franklin Parish,22,41,Cases2002,0
Louisiana,Grant Parish,22,43,Cases2002,0
Louisiana,Iberia Parish,22,45,Cases2002,0
Louisiana,Iberville Parish,22,47,Cases2002,1
Louisiana,Jackson Parish,22,49,Cases2002,0
Louisiana,Jefferson Parish,22,51,Cases2002,0
Louisiana,Jefferson Davis Parish,22,53,Cases2002,0
Louisiana,Lafayette Parish,22,55,Cases2002,0
Louisiana,Lafourche Parish,22,57,Cases2002,0
Louisiana,LaSalle Parish,22,59,Cases2002,0
Louisiana,Lincoln Parish,22,61,Cases2002,0
Louisiana,Livingston Parish,22,63,Cases2002,0
Louisiana,Madison Parish,22,65,Cases2002,0
Louisiana,Morehouse Parish,22,67,Cases2002,0
Louisiana,Natchitoches Parish,22,69,Cases2002,0
Louisiana,Orleans Parish,22,71,Cases2002,0
Louisiana,Ouachita Parish,22,73,Cases2002,0
Louisiana,Plaquemines Parish,22,75,Cases2002,0
Louisiana,Pointe Coupee Parish,22,77,Cases2002,0
Louisiana,Rapides Parish,22,79,Cases2002,0
Louisiana,Red River Parish,22,81,Cases2002,0
Louisiana,Richland Parish,22,83,Cases2002,0
Louisiana,Sabine Parish,22,85,Cases2002,0
Louisiana,St. Bernard Parish,22,87,Cases2002,0
Louisiana,St. Charles Parish,22,89,Cases2002,0
Louisiana,St. Helena Parish,22,91,Cases2002,0
Louisiana,St. James Parish,22,93,Cases2002,0
Louisiana,St. John the Baptist Parish,22,95,Cases2002,0
Louisiana,St. Landry Parish,22,97,Cases2002,0
Louisiana,St. Martin Parish,22,99,Cases2002,0
Louisiana,St. Mary Parish,22,101,Cases2002,0
Louisiana,St. Tammany Parish,22,103,Cases2002,0
Louisiana,Tangipahoa Parish,22,105,Cases2002,1
Louisiana,Tensas Parish,22,107,Cases2002,0
Louisiana,Terrebonne Parish,22,109,Cases2002,0
Louisiana,Union Parish,22,111,Cases2002,0
Louisiana,Vermilion Parish,22,113,Cases2002,0
Louisiana,Vernon Parish,22,115,Cases2002,0
Louisiana,Washington Parish,22,117,Cases2002,0
Louisiana,Webster Parish,22,119,Cases2002,0
Louisiana,West Baton Rouge Parish,22,121,Cases2002,0
Louisiana,West Carroll Parish,22,123,Cases2002,0
Louisiana,West Feliciana Parish,22,125,Cases2002,0
Louisiana,Winn Parish,22,127,Cases2002,0
Louisiana,Louisiana,22,999,Cases2002,0
Maine,Androscoggin County,23,1,Cases2002,2
Maine,Aroostook County,23,3,Cases2002,1
Maine,Cumberland County,23,5,Cases2002,46
Maine,Franklin County,23,7,Cases2002,2
Maine,Hancock County,23,9,Cases2002,5
Maine,Kennebec County,23,11,Cases2002,7
Maine,Knox County,23,13,Cases2002,7
Maine,Lincoln County,23,15,Cases2002,14
Maine,Oxford County,23,17,Cases2002,1
Maine,Penobscot County,23,19,Cases2002,10
Maine,Piscataquis County,23,21,Cases2002,1
Maine,Sagadahoc County,23,23,Cases2002,3
Maine,Somerset County,23,25,Cases2002,2
Maine,Waldo County,23,27,Cases2002,1
Maine,Washington County,23,29,Cases2002,2
Maine,York County,23,31,Cases2002,112
Maine,Maine,23,999,Cases2002,3
Maryland,Allegany County,24,1,Cases2002,2
Maryland,Anne Arundel County,24,3,Cases2002,66
Maryland,Baltimore County,24,5,Cases2002,20
Maryland,Calvert County,24,9,Cases2002,40
Maryland,Caroline County,24,11,Cases2002,7
Maryland,Carroll County,24,13,Cases2002,73
Maryland,Cecil County,24,15,Cases2002,35
Maryland,Charles County,24,17,Cases2002,25
Maryland,Dorchester County,24,19,Cases2002,5
Maryland,Frederick County,24,21,Cases2002,63
Maryland,Garrett County,24,23,Cases2002,0
Maryland,Harford County,24,25,Cases2002,81
Maryland,Howard County,24,27,Cases2002,39
Maryland,Kent County,24,29,Cases2002,15
Maryland,Montgomery County,24,31,Cases2002,68
Maryland,Prince George's County,24,33,Cases2002,40
Maryland,Queen Anne's County,24,35,Cases2002,43
Maryland,St. Mary's County,24,37,Cases2002,10
Maryland,Somerset County,24,39,Cases2002,8
Maryland,Talbot County,24,41,Cases2002,19
Maryland,Washington County,24,43,Cases2002,23
Maryland,Wicomico County,24,45,Cases2002,21
Maryland,Worcester County,24,47,Cases2002,22
Maryland,Baltimore city,24,510,Cases2002,13
Maryland,Maryland,24,999,Cases2002,0
Massachusetts,Barnstable County,25,1,Cases2002,165
Massachusetts,Berkshire County,25,3,Cases2002,69
Massachusetts,Bristol County,25,5,Cases2002,139
Massachusetts,Dukes County,25,7,Cases2002,38
Massachusetts,Essex County,25,9,Cases2002,236
Massachusetts,Franklin County,25,11,Cases2002,9
Massachusetts,Hampden County,25,13,Cases2002,143
Massachusetts,Hampshire County,25,15,Cases2002,58
Massachusetts,Middlesex County,25,17,Cases2002,261
Massachusetts,Nantucket County,25,19,Cases2002,54
Massachusetts,Norfolk County,25,21,Cases2002,173
Massachusetts,Plymouth County,25,23,Cases2002,214
Massachusetts,Suffolk County,25,25,Cases2002,28
Massachusetts,Worcester County,25,27,Cases2002,204
Massachusetts,Massachusetts,25,999,Cases2002,16
Michigan,Alcona County,26,1,Cases2002,0
Michigan,Alger County,26,3,Cases2002,0
Michigan,Allegan County,26,5,Cases2002,1
Michigan,Alpena County,26,7,Cases2002,0
Michigan,Antrim County,26,9,Cases2002,0
Michigan,Arenac County,26,11,Cases2002,0
Michigan,Baraga County,26,13,Cases2002,0
Michigan,Barry County,26,15,Cases2002,0
Michigan,Bay County,26,17,Cases2002,0
Michigan,Benzie County,26,19,Cases2002,0
Michigan,Berrien County,26,21,Cases2002,0
Michigan,Branch County,26,23,Cases2002,0
Michigan,Calhoun County,26,25,Cases2002,0
Michigan,Cass County,26,27,Cases2002,0
Michigan,Charlevoix County,26,29,Cases2002,0
Michigan,Cheboygan County,26,31,Cases2002,0
Michigan,Chippewa County,26,33,Cases2002,0
Michigan,Clare County,26,35,Cases2002,0
Michigan,Clinton County,26,37,Cases2002,0
Michigan,Crawford County,26,39,Cases2002,0
Michigan,Delta County,26,41,Cases2002,1
Michigan,Dickinson County,26,43,Cases2002,0
Michigan,Eaton County,26,45,Cases2002,0
Michigan,Emmet County,26,47,Cases2002,0
Michigan,Genesee County,26,49,Cases2002,2
Michigan,Gladwin County,26,51,Cases2002,0
Michigan,Gogebic County,26,53,Cases2002,0
Michigan,Grand Traverse County,26,55,Cases2002,0
Michigan,Gratiot County,26,57,Cases2002,0
Michigan,Hillsdale County,26,59,Cases2002,0
Michigan,Houghton County,26,61,Cases2002,0
Michigan,Huron County,26,63,Cases2002,0
Michigan,Ingham County,26,65,Cases2002,0
Michigan,Ionia County,26,67,Cases2002,0
Michigan,Iosco County,26,69,Cases2002,0
Michigan,Iron County,26,71,Cases2002,0
Michigan,Isabella County,26,73,Cases2002,0
Michigan,Jackson County,26,75,Cases2002,0
Michigan,Kalamazoo County,26,77,Cases2002,0
Michigan,Kalkaska County,26,79,Cases2002,0
Michigan,Kent County,26,81,Cases2002,1
Michigan,Keweenaw County,26,83,Cases2002,0
Michigan,Lake County,26,85,Cases2002,0
Michigan,Lapeer County,26,87,Cases2002,0
Michigan,Leelanau County,26,89,Cases2002,0
Michigan,Lenawee County,26,91,Cases2002,0
Michigan,Livingston County,26,93,Cases2002,0
Michigan,Luce County,26,95,Cases2002,0
Michigan,Mackinac County,26,97,Cases2002,0
Michigan,Macomb County,26,99,Cases2002,1
Michigan,Manistee County,26,101,Cases2002,0
Michigan,Marquette County,26,103,Cases2002,1
Michigan,Mason County,26,105,Cases2002,0
Michigan,Mecosta County,26,107,Cases2002,0
Michigan,Menominee County,26,109,Cases2002,8
Michigan,Midland County,26,111,Cases2002,0
Michigan,Missaukee County,26,113,Cases2002,0
Michigan,Monroe County,26,115,Cases2002,0
Michigan,Montcalm County,26,117,Cases2002,0
Michigan,Montmorency County,26,119,Cases2002,0
Michigan,Muskegon County,26,121,Cases2002,0
Michigan,Newaygo County,26,123,Cases2002,0
Michigan,Oakland County,26,125,Cases2002,4
Michigan,Oceana County,26,127,Cases2002,0
Michigan,Ogemaw County,26,129,Cases2002,0
Michigan,Ontonagon County,26,131,Cases2002,0
Michigan,Osceola County,26,133,Cases2002,0
Michigan,Oscoda County,26,135,Cases2002,0
Michigan,Otsego County,26,137,Cases2002,0
Michigan,Ottawa County,26,139,Cases2002,2
Michigan,Presque Isle County,26,141,Cases2002,0
Michigan,Roscommon County,26,143,Cases2002,0
Michigan,Saginaw County,26,145,Cases2002,0
Michigan,St. Clair County,26,147,Cases2002,0
Michigan,St. Joseph County,26,149,Cases2002,0
Michigan,Sanilac County,26,151,Cases2002,0
Michigan,Schoolcraft County,26,153,Cases2002,0
Michigan,Shiawassee County,26,155,Cases2002,0
Michigan,Tuscola County,26,157,Cases2002,0
Michigan,Van Buren County,26,159,Cases2002,0
Michigan,Washtenaw County,26,161,Cases2002,4
Michigan,Wayne County,26,163,Cases2002,1
Michigan,Wexford County,26,165,Cases2002,0
Michigan,Michigan,26,999,Cases2002,0
Minnesota,Aitkin County,27,1,Cases2002,14
Minnesota,Anoka County,27,3,Cases2002,81
Minnesota,Becker County,27,5,Cases2002,2
Minnesota,Beltrami County,27,7,Cases2002,2
Minnesota,Benton County,27,9,Cases2002,3
Minnesota,Big Stone County,27,11,Cases2002,0
Minnesota,Blue Earth County,27,13,Cases2002,3
Minnesota,Brown County,27,15,Cases2002,3
Minnesota,Carlton County,27,17,Cases2002,8
Minnesota,Carver County,27,19,Cases2002,5
Minnesota,Cass County,27,21,Cases2002,44
Minnesota,Chippewa County,27,23,Cases2002,0
Minnesota,Chisago County,27,25,Cases2002,26
Minnesota,Clay County,27,27,Cases2002,0
Minnesota,Clearwater County,27,29,Cases2002,0
Minnesota,Cook County,27,31,Cases2002,0
Minnesota,Cottonwood County,27,33,Cases2002,1
Minnesota,Crow Wing County,27,35,Cases2002,149
Minnesota,Dakota County,27,37,Cases2002,48
Minnesota,Dodge County,27,39,Cases2002,0
Minnesota,Douglas County,27,41,Cases2002,1
Minnesota,Faribault County,27,43,Cases2002,0
Minnesota,Fillmore County,27,45,Cases2002,2
Minnesota,Freeborn County,27,47,Cases2002,0
Minnesota,Goodhue County,27,49,Cases2002,7
Minnesota,Grant County,27,51,Cases2002,0
Minnesota,Hennepin County,27,53,Cases2002,114
Minnesota,Houston County,27,55,Cases2002,16
Minnesota,Hubbard County,27,57,Cases2002,6
Minnesota,Isanti County,27,59,Cases2002,7
Minnesota,Itasca County,27,61,Cases2002,3
Minnesota,Jackson County,27,63,Cases2002,0
Minnesota,Kanabec County,27,65,Cases2002,11
Minnesota,Kandiyohi County,27,67,Cases2002,2
Minnesota,Kittson County,27,69,Cases2002,0
Minnesota,Koochiching County,27,71,Cases2002,0
Minnesota,Lac qui Parle County,27,73,Cases2002,0
Minnesota,Lake County,27,75,Cases2002,4
Minnesota,Lake of the Woods County,27,77,Cases2002,0
Minnesota,Le Sueur County,27,79,Cases2002,1
Minnesota,Lincoln County,27,81,Cases2002,1
Minnesota,Lyon County,27,83,Cases2002,0
Minnesota,McLeod County,27,85,Cases2002,2
Minnesota,Mahnomen County,27,87,Cases2002,0
Minnesota,Marshall County,27,89,Cases2002,1
Minnesota,Martin County,27,91,Cases2002,0
Minnesota,Meeker County,27,93,Cases2002,2
Minnesota,Mille Lacs County,27,95,Cases2002,13
Minnesota,Morrison County,27,97,Cases2002,25
Minnesota,Mower County,27,99,Cases2002,0
Minnesota,Murray County,27,101,Cases2002,0
Minnesota,Nicollet County,27,103,Cases2002,2
Minnesota,Nobles County,27,105,Cases2002,0
Minnesota,Norman County,27,107,Cases2002,0
Minnesota,Olmsted County,27,109,Cases2002,9
Minnesota,Otter Tail County,27,111,Cases2002,2
Minnesota,Pennington County,27,113,Cases2002,0
Minnesota,Pine County,27,115,Cases2002,22
Minnesota,Pipestone County,27,117,Cases2002,0
Minnesota,Polk County,27,119,Cases2002,2
Minnesota,Pope County,27,121,Cases2002,0
Minnesota,Ramsey County,27,123,Cases2002,75
Minnesota,Red Lake County,27,125,Cases2002,0
Minnesota,Redwood County,27,127,Cases2002,0
Minnesota,Renville County,27,129,Cases2002,0
Minnesota,Rice County,27,131,Cases2002,3
Minnesota,Rock County,27,133,Cases2002,0
Minnesota,Roseau County,27,135,Cases2002,0
Minnesota,St. Louis County,27,137,Cases2002,10
Minnesota,Scott County,27,139,Cases2002,9
Minnesota,Sherburne County,27,141,Cases2002,18
Minnesota,Sibley County,27,143,Cases2002,1
Minnesota,Stearns County,27,145,Cases2002,13
Minnesota,Steele County,27,147,Cases2002,5
Minnesota,Stevens County,27,149,Cases2002,0
Minnesota,Swift County,27,151,Cases2002,0
Minnesota,Todd County,27,153,Cases2002,5
Minnesota,Traverse County,27,155,Cases2002,0
Minnesota,Wabasha County,27,157,Cases2002,2
Minnesota,Wadena County,27,159,Cases2002,1
Minnesota,Waseca County,27,161,Cases2002,0
Minnesota,Washington County,27,163,Cases2002,67
Minnesota,Watonwan County,27,165,Cases2002,0
Minnesota,Wilkin County,27,167,Cases2002,0
Minnesota,Winona County,27,169,Cases2002,8
Minnesota,Wright County,27,171,Cases2002,6
Minnesota,Yellow Medicine County,27,173,Cases2002,0
Minnesota,Minnesota,27,999,Cases2002,0
Mississippi,Adams County,28,1,Cases2002,0
Mississippi,Alcorn County,28,3,Cases2002,0
Mississippi,Amite County,28,5,Cases2002,0
Mississippi,Attala County,28,7,Cases2002,0
Mississippi,Benton County,28,9,Cases2002,0
Mississippi,Bolivar County,28,11,Cases2002,0
Mississippi,Calhoun County,28,13,Cases2002,0
Mississippi,Carroll County,28,15,Cases2002,0
Mississippi,Chickasaw County,28,17,Cases2002,0
Mississippi,Choctaw County,28,19,Cases2002,0
Mississippi,Claiborne County,28,21,Cases2002,0
Mississippi,Clarke County,28,23,Cases2002,0
Mississippi,Clay County,28,25,Cases2002,0
Mississippi,Coahoma County,28,27,Cases2002,0
Mississippi,Copiah County,28,29,Cases2002,0
Mississippi,Covington County,28,31,Cases2002,0
Mississippi,DeSoto County,28,33,Cases2002,0
Mississippi,Forrest County,28,35,Cases2002,2
Mississippi,Franklin County,28,37,Cases2002,0
Mississippi,George County,28,39,Cases2002,0
Mississippi,Greene County,28,41,Cases2002,0
Mississippi,Grenada County,28,43,Cases2002,0
Mississippi,Hancock County,28,45,Cases2002,0
Mississippi,Harrison County,28,47,Cases2002,1
Mississippi,Hinds County,28,49,Cases2002,1
Mississippi,Holmes County,28,51,Cases2002,0
Mississippi,Humphreys County,28,53,Cases2002,0
Mississippi,Issaquena County,28,55,Cases2002,0
Mississippi,Itawamba County,28,57,Cases2002,0
Mississippi,Jackson County,28,59,Cases2002,2
Mississippi,Jasper County,28,61,Cases2002,0
Mississippi,Jefferson County,28,63,Cases2002,0
Mississippi,Jefferson Davis County,28,65,Cases2002,0
Mississippi,Jones County,28,67,Cases2002,0
Mississippi,Kemper County,28,69,Cases2002,0
Mississippi,Lafayette County,28,71,Cases2002,0
Mississippi,Lamar County,28,73,Cases2002,0
Mississippi,Lauderdale County,28,75,Cases2002,2
Mississippi,Lawrence County,28,77,Cases2002,0
Mississippi,Leake County,28,79,Cases2002,0
Mississippi,Lee County,28,81,Cases2002,2
Mississippi,Leflore County,28,83,Cases2002,0
Mississippi,Lincoln County,28,85,Cases2002,0
Mississippi,Lowndes County,28,87,Cases2002,0
