fips,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop20104,pop2010,pop2011,pop2012,pop2013,pop2014
36027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297488,297687,298272,297340,297063,296579
36027,281001,284315,286769,289088,290637,291586,291471,291815,292500,293562,NA,NA,NA,NA,NA,NA
36029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919040,918836,919709,920205,921883,922835
36029,949494,945165,940645,936931,932002,923820,916292,911784,909858,909247,NA,NA,NA,NA,NA,NA
36031,38822,38629,38717,38626,38389,38197,38156,37856,37740,37686,NA,NA,NA,NA,NA,NA
36031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39370,39289,39468,39066,38857,38679
36033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51599,51582,51547,51813,51335,51262
36033,51049,50787,50558,50654,50427,50305,50371,50482,50440,50274,NA,NA,NA,NA,NA,NA
36035,55006,54866,54874,54881,54976,54969,54937,55075,55122,55053,NA,NA,NA,NA,NA,NA
36035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55531,55451,55255,55013,54528,54105
36037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60079,60032,60019,59874,59422,59162
36037,60329,59892,59647,59506,59096,58701,58362,58159,57950,57868,NA,NA,NA,NA,NA,NA
36039,48143,48077,48226,48361,48630,48917,49215,49170,49106,48947,NA,NA,NA,NA,NA,NA
36039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49221,49115,48992,48656,48359,47967
36041,5383,5326,5252,5207,5188,5128,5029,5016,4959,4923,NA,NA,NA,NA,NA,NA
36041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4836,4828,4822,4787,4759,4715
36043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64519,64442,64639,64572,64246,63744
36043,64383,63955,63388,63208,63198,62873,62358,62433,62293,62236,NA,NA,NA,NA,NA,NA
36045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116229,116595,118273,120916,119536,119103
36045,111494,111841,113936,113353,114424,116982,117162,117957,117157,118719,NA,NA,NA,NA,NA,NA
36047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2504700,2510073,2544903,2574864,2602373,2621793
36047,2465812,2471596,2477380,2483164,2497859,2511408,2523047,2539206,2549941,2567098,NA,NA,NA,NA,NA,NA
36049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27087,27067,27088,27259,27186,27220
36049,26966,26824,26411,26353,26219,26199,26319,26322,26030,26157,NA,NA,NA,NA,NA,NA
36051,64361,64455,64194,63880,63941,63497,63254,63123,63067,62871,NA,NA,NA,NA,NA,NA
36051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65393,65261,64896,64862,64731,64586
36053,69420,69446,69491,69828,69855,69527,69719,70049,70092,69954,NA,NA,NA,NA,NA,NA
36053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73442,73400,72946,72420,72521,72369
36055,739047,738664,738876,737420,735691,731773,730458,730629,731543,733703,NA,NA,NA,NA,NA,NA
36055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744344,744647,747225,748582,750071,749857
36057,49653,49336,49006,48938,48768,48634,48681,48606,48623,48616,NA,NA,NA,NA,NA,NA
36057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50219,50288,49965,49891,49830,49779
36059,1336290,1342896,1349668,1353565,1356589,1355194,1351870,1353061,1353151,1357429,NA,NA,NA,NA,NA,NA
36059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339532,1341500,1346857,1350923,1355099,1358627
36061,1540373,1562335,1567241,1578815,1590911,1606275,1612630,1625251,1631599,1629054,NA,NA,NA,NA,NA,NA
36061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585873,1588494,1610027,1625198,1632005,1636268
36063,219665,218363,217723,217281,216712,215508,214621,214181,214197,214557,NA,NA,NA,NA,NA,NA
36063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216469,216506,215702,214862,214270,213525
36065,235045,233697,233014,232578,232484,231563,231052,230948,230540,231044,NA,NA,NA,NA,NA,NA
36065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234878,234859,234207,233981,233801,232871
36067,457907,457339,457085,457139,456432,454625,453533,452944,453373,454753,NA,NA,NA,NA,NA,NA
36067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467026,467422,467586,467182,468843,468196
36069,100289,100791,101539,102119,102656,103302,103455,103834,104782,105650,NA,NA,NA,NA,NA,NA
36069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107931,108233,108762,108824,109351,109707
36071,343155,348896,355221,362609,367562,370074,373386,376226,379520,383532,NA,NA,NA,NA,NA,NA
36071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372813,373402,374228,373936,374926,376099
36073,44147,43681,43399,43201,43119,42723,42511,42370,42246,42051,NA,NA,NA,NA,NA,NA
36073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42883,42847,42730,42517,42384,41984
36075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122109,122154,122077,121654,121497,120913
36075,122490,122176,122278,122712,122802,121978,121592,121444,121551,121377,NA,NA,NA,NA,NA,NA
36077,61669,61680,61776,62126,62426,62474,62348,62194,61811,61602,NA,NA,NA,NA,NA,NA
36077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62259,62225,62015,61880,61644,61128
36079,96079,97000,98187,98738,99204,99228,98958,99012,99090,99265,NA,NA,NA,NA,NA,NA
36079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99710,99775,99924,99657,99643,99487
36081,2229895,2234676,2239457,2244238,2250718,2256576,2264661,2277779,2288574,2306712,NA,NA,NA,NA,NA,NA
36081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230722,2235370,2261430,2280639,2303993,2321580
36083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159429,159346,159654,159572,159653,159774
36083,152627,152253,152206,152881,153791,153909,154719,155294,155751,155541,NA,NA,NA,NA,NA,NA
36085,445414,453211,460386,466789,471313,475014,478876,482854,487365,491730,NA,NA,NA,NA,NA,NA
36085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468730,469602,471063,470977,472691,473279
36087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311687,312475,315783,317825,320983,323866
36087,287455,288602,290035,290614,292625,294636,295927,297005,298747,300173,NA,NA,NA,NA,NA,NA
36089,111869,111202,110686,110381,110224,110072,109769,109594,109553,109715,NA,NA,NA,NA,NA,NA
36089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111944,111821,112370,112466,112019,111400
36091,201570,204104,206672,209711,211745,213245,214925,216259,217958,220069,NA,NA,NA,NA,NA,NA
36091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219607,220018,221088,222413,224119,224921
36093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154727,154919,154746,155051,155440,155735
36093,146481,145997,146612,146967,147707,148687,149973,150288,151252,152169,NA,NA,NA,NA,NA,NA
36095,31589,31758,31618,31691,31866,31911,31891,31932,31803,31529,NA,NA,NA,NA,NA,NA
36095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32749,32666,32638,32048,31849,31566
36097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18343,18302,18478,18549,18484,18479
36097,19281,19252,19268,19261,19176,19037,18931,18923,18868,18720,NA,NA,NA,NA,NA,NA
36099,33343,34635,34730,34712,34640,34318,34201,34276,34060,34049,NA,NA,NA,NA,NA,NA
36099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35251,35247,35377,35381,35273,34884
36101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98990,98939,99252,99048,98951,98394
36101,98776,98935,98996,98253,97735,97287,96648,96430,96452,96552,NA,NA,NA,NA,NA,NA
36103,1423512,1448987,1468240,1486783,1499838,1504285,1507211,1511732,1513435,1518475,NA,NA,NA,NA,NA,NA
36103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493350,1494744,1500780,1500422,1502953,1502968
36105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77547,77443,77123,76951,76999,75943
36105,74236,74004,74063,74774,75351,75591,75828,76403,75969,75828,NA,NA,NA,NA,NA,NA
36107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51125,51041,50916,50335,50159,49870
36107,51723,51449,51576,51281,50874,50673,50463,50402,50235,50064,NA,NA,NA,NA,NA,NA
36109,96662,97575,98393,99203,99747,99698,99997,100413,101027,101779,NA,NA,NA,NA,NA,NA
36109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101564,101726,102066,103044,104368,104691
36111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182493,182374,182613,181708,180848,180445
36111,177831,178272,179721,180223,180950,181305,181551,181530,181722,181440,NA,NA,NA,NA,NA,NA
36113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65707,65675,65689,65430,65175,64973
36113,63364,63570,63979,64490,64741,65322,65641,65804,65926,66021,NA,NA,NA,NA,NA,NA
36115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63216,63316,63093,63046,62723,62372
36115,60984,61087,61022,61374,61979,62070,62303,62577,62727,62753,NA,NA,NA,NA,NA,NA
36117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93772,93734,93255,93009,92388,92051
36117,93751,93478,93112,93054,92612,92175,91780,91529,91517,91291,NA,NA,NA,NA,NA,NA
36119,925505,935294,941747,944440,947121,947719,945172,946563,949835,955962,NA,NA,NA,NA,NA,NA
36119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949113,950544,957271,961849,969296,972634
36121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42155,42097,41909,41762,41441,41188
36121,43364,42972,42791,42636,42439,42257,42056,41841,41549,41398,NA,NA,NA,NA,NA,NA
36123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25348,25360,25401,25265,25169,25208
36123,24740,24635,24505,24601,24617,24618,24422,24535,24573,24482,NA,NA,NA,NA,NA,NA
37000,8079383,8203451,8316617,8416451,8531283,8669452,8866977,9064074,9247134,9380884,NA,NA,NA,NA,NA,NA
37001,131521,133497,135314,136018,137653,139280,141472,144824,147910,150358,NA,NA,NA,NA,NA,NA
37001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151131,151551,152866,153672,154685,155792
37003,33674,33986,34368,34579,35189,35606,36031,36389,36586,36777,NA,NA,NA,NA,NA,NA
37003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37198,37272,37148,37012,37050,37392
37005,10687,10750,10736,10749,10751,10713,10860,10963,11025,10964,NA,NA,NA,NA,NA,NA
37005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11155,11145,11024,10925,10899,10879
37007,25310,25315,25265,25066,25465,25461,25314,25194,25189,25056,NA,NA,NA,NA,NA,NA
37007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26948,26892,26539,26351,26000,25765
37009,24449,24599,24747,24854,25088,25100,25249,25485,25691,25812,NA,NA,NA,NA,NA,NA
37009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27281,27267,27176,27150,27148,27126
37011,17328,17703,17808,17805,17859,17843,17994,17831,17915,17932,NA,NA,NA,NA,NA,NA
37011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17797,17738,17782,17656,17748,17773
37013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47759,47767,47664,47491,47429,47585
37013,44997,45014,45026,45080,45161,45463,45891,45853,46343,46414,NA,NA,NA,NA,NA,NA
37015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21282,21262,20982,20601,20433,20106
37015,19715,19572,19388,19238,19151,18985,18677,19461,19466,19345,NA,NA,NA,NA,NA,NA
37017,32240,32430,32235,32285,32575,32542,32445,32320,32411,32343,NA,NA,NA,NA,NA,NA
37017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35190,35179,34997,34906,34838,34657
37019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107431,108083,110215,112138,115262,118836
37019,73756,76147,78520,80880,83666,88221,94430,99724,104122,107062,NA,NA,NA,NA,NA,NA
37021,206991,208464,210717,213210,215867,218684,223012,226823,229373,231452,NA,NA,NA,NA,NA,NA
37021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238318,238832,241416,244363,247846,250539
37023,89325,89285,89031,88889,88653,88574,88704,88827,89282,89548,NA,NA,NA,NA,NA,NA
37023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90912,90699,90772,90235,89628,89486
37025,132225,136191,139411,142476,144956,148682,155159,162740,168559,172223,NA,NA,NA,NA,NA,NA
37025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178011,178687,181336,184487,187661,192103
37027,77606,78145,78512,78596,78370,78736,79042,79357,79862,79914,NA,NA,NA,NA,NA,NA
37027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83029,83002,82297,81946,81969,81484
37029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9980,9997,10060,10054,10193,10331
37029,6922,7081,7382,7852,8346,8893,9194,9427,9632,9730,NA,NA,NA,NA,NA,NA
37031,59383,59705,60121,60838,61711,62273,63269,63334,63547,64423,NA,NA,NA,NA,NA,NA
37031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66469,66749,67399,67779,68516,68811
37033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23719,23697,23576,23183,23248,23082
37033,23550,23518,23576,23522,23396,23320,23392,23233,23189,23004,NA,NA,NA,NA,NA,NA
37035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154358,154332,154175,154518,154726,154534
37035,142515,145405,146272,146841,148664,150673,152949,155532,157507,159125,NA,NA,NA,NA,NA,NA
37037,49721,51646,54173,55516,56866,57849,59836,61391,63373,64772,NA,NA,NA,NA,NA,NA
37037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63505,63785,65191,65811,66766,68698
37039,24372,24530,24670,24893,25195,25489,26153,26507,26561,26307,NA,NA,NA,NA,NA,NA
37039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27444,27426,27136,26972,27106,27141
37041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14793,14753,14797,14695,14699,14572
37041,14118,14153,14241,14219,14284,14352,14584,14738,14688,14784,NA,NA,NA,NA,NA,NA
37043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10587,10574,10653,10656,10618,10581
37043,8817,9057,9220,9350,9476,9694,9939,10154,10301,10333,NA,NA,NA,NA,NA,NA
37045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98078,98039,97614,97515,97077,97076
37045,96461,97096,97435,97638,97649,97400,97640,98307,99034,99274,NA,NA,NA,NA,NA,NA
37047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58098,57967,57844,57604,57194,56953
37047,54713,54533,54445,54155,54016,53762,53968,54007,54293,54221,NA,NA,NA,NA,NA,NA
37049,91654,93175,92744,94122,94035,95124,96321,96571,97401,98529,NA,NA,NA,NA,NA,NA
37049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103505,103919,104675,105309,104455,104510
37051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319431,320254,323865,323099,326466,326328
37051,303033,303502,306619,310213,310921,305097,306865,308724,310686,315207,NA,NA,NA,NA,NA,NA
37053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23547,23651,23927,24092,24414,24976
37053,18286,18749,19466,20548,21802,22857,23461,23869,24160,24216,NA,NA,NA,NA,NA,NA
37055,30176,30908,32034,32885,33454,33659,33856,34019,34052,34296,NA,NA,NA,NA,NA,NA
37055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33920,33980,34191,34458,34919,35104
37057,147664,149217,150395,151385,152324,153081,154470,156042,157991,158582,NA,NA,NA,NA,NA,NA
37057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162878,162898,163360,163542,163854,164072
37059,35061,35958,36538,36963,37686,38722,39742,40517,41082,41420,NA,NA,NA,NA,NA,NA
37059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41240,41321,41383,41366,41549,41434
37061,49189,49828,50342,50641,51021,51245,51973,52371,53025,53177,NA,NA,NA,NA,NA,NA
37061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58505,58710,59425,59667,59593,59882
37063,224635,229542,234451,236753,239939,243674,249253,255800,263048,269706,NA,NA,NA,NA,NA,NA
37063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267587,270798,276299,282308,288243,294460
37065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56552,56609,56087,55714,55554,54933
37065,55338,55121,54643,54223,53786,53392,52944,52341,52399,51853,NA,NA,NA,NA,NA,NA
37067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350670,351399,354465,357967,361521,365298
37067,307007,312250,316853,320417,325151,331522,339994,347960,355140,359638,NA,NA,NA,NA,NA,NA
37069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60619,60821,61090,61571,62275,62860
37069,47610,48789,50623,51932,53094,54232,55447,57209,59029,60088,NA,NA,NA,NA,NA,NA
37071,190796,191811,192564,192306,192663,194759,197833,202364,206833,208958,NA,NA,NA,NA,NA,NA
37071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206086,206091,206982,208204,209492,211127
37073,10496,10506,10545,10676,10715,11081,11441,11737,11746,11768,NA,NA,NA,NA,NA,NA
37073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12197,12163,12069,11909,11675,11567
37075,7992,7966,8021,7938,7998,7940,7982,7915,7980,8001,NA,NA,NA,NA,NA,NA
37075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8861,8864,8782,8696,8727,8644
37077,48844,50046,51660,52362,52610,53251,54117,56256,57087,57639,NA,NA,NA,NA,NA,NA
37077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59916,57650,57681,57818,58128,58500
37079,19026,19188,19376,19617,19827,19757,20266,20676,20654,20658,NA,NA,NA,NA,NA,NA
37079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21362,21383,21684,21391,21214,21093
37081,422519,428132,431224,434703,438384,445378,455432,464924,474108,480362,NA,NA,NA,NA,NA,NA
37081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488406,489479,495052,500894,506953,512119
37083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54691,54515,54240,53923,53365,52970
37083,57238,56695,56345,56048,55694,55477,55259,55178,55094,54582,NA,NA,NA,NA,NA,NA
37085,91414,93552,96526,98292,100220,102715,105318,108606,112025,115761,NA,NA,NA,NA,NA,NA
37085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114678,115721,119208,122213,125137,126666
37087,54107,54559,54912,55340,55804,55828,56192,56671,56875,57109,NA,NA,NA,NA,NA,NA
37087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59036,58950,58693,58782,59163,59471
37089,89696,91010,92328,93562,94860,96369,98606,100636,102383,103669,NA,NA,NA,NA,NA,NA
37089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106740,106909,107504,108115,109531,111149
37091,22948,23051,23680,23366,23269,23280,23204,23278,23357,23283,NA,NA,NA,NA,NA,NA
37091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24669,24605,24514,24432,24440,24308
37093,33860,34623,35785,36700,38127,39752,41207,42293,43648,45148,NA,NA,NA,NA,NA,NA
37093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46952,47473,49464,50467,51153,51611
37095,5828,5670,5702,5540,5433,5390,5224,5194,5260,5211,NA,NA,NA,NA,NA,NA
37095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5810,5809,5832,5738,5730,5676
37097,123617,127141,130315,132950,136282,140142,146380,151442,155613,158153,NA,NA,NA,NA,NA,NA
37097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159437,159820,161099,162724,164676,166675
37099,33274,33619,34063,34883,35465,35682,36428,36447,36789,36891,NA,NA,NA,NA,NA,NA
37099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40271,40352,40181,40516,40960,40981
37101,123309,127686,132422,136034,140601,145097,150592,156916,163311,168525,NA,NA,NA,NA,NA,NA
37101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168878,169617,172783,174893,178000,181423
37103,10380,10290,10172,10018,10161,10075,10001,10031,9960,10071,NA,NA,NA,NA,NA,NA
37103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10153,10080,10268,10276,10220,10076
37105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57866,57896,58557,59368,59997,59662
37105,49434,51202,51724,52894,54417,55441,56704,57836,59135,60477,NA,NA,NA,NA,NA,NA
37107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59495,59452,59448,59181,58911,58485
37107,59497,58999,58526,58027,57611,57385,57053,56657,56674,56387,NA,NA,NA,NA,NA,NA
37109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78265,78409,78541,78973,79451,79829
37109,64107,65153,66046,66878,67543,68967,71049,72838,74742,76043,NA,NA,NA,NA,NA,NA
37111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44996,45069,44952,44967,44959,44965
37111,42248,42676,42679,42856,42927,43113,43328,43593,43912,43988,NA,NA,NA,NA,NA,NA
37113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33922,33930,33821,33796,33779,33875
37113,29964,30364,30753,31049,31407,31708,32306,32685,33102,33233,NA,NA,NA,NA,NA,NA
37115,19698,19837,19853,19794,19889,19973,20108,20242,20370,20442,NA,NA,NA,NA,NA,NA
37115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20764,20774,20823,20882,21121,21157
37117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24505,24455,24237,23886,23704,23454
37117,25494,25150,24904,24690,24425,24049,23991,23629,23487,23337,NA,NA,NA,NA,NA,NA
37119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919628,923413,945257,968779,992514,1012539
37119,700786,720968,737512,755018,774432,800486,833791,865573,892456,913639,NA,NA,NA,NA,NA,NA
37121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15579,15532,15371,15367,15318,15311
37121,15723,15850,15844,15800,15888,15806,15628,15693,15691,15634,NA,NA,NA,NA,NA,NA
37123,26925,26972,27028,27225,27051,27102,27262,27464,27707,27745,NA,NA,NA,NA,NA,NA
37123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27798,27734,27857,27637,27509,27395
37125,75195,76311,77579,78409,79482,80790,82718,84703,86031,87158,NA,NA,NA,NA,NA,NA
37125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88247,88572,89349,90320,91576,93077
37127,87707,88222,88716,89242,89935,90434,91588,93178,94125,94743,NA,NA,NA,NA,NA,NA
37127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95840,95875,95758,95320,94560,94357
37129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202667,203335,205972,209134,213190,216298
37129,160842,163874,167101,170309,176075,182408,187051,190074,192698,195085,NA,NA,NA,NA,NA,NA
37131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22099,22007,21967,21311,20803,20463
37131,22054,21854,21636,21421,21068,21018,20744,20697,20459,20136,NA,NA,NA,NA,NA,NA
37133,149774,149659,153280,156018,161242,158942,161054,163613,169233,173064,NA,NA,NA,NA,NA,NA
37133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177772,179563,177895,183888,185669,187589
37135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133801,134051,134813,137728,139365,140420
37135,116049,118263,116943,117575,117883,119632,122084,124729,126985,129083,NA,NA,NA,NA,NA,NA
37137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13144,13106,13298,13045,12914,12948
37137,12934,12784,12773,12673,12526,12580,12493,12426,12430,12422,NA,NA,NA,NA,NA,NA
37139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40661,40713,40378,40528,39761,39787
37139,34905,34908,35516,36060,36967,38264,39563,40821,41442,41578,NA,NA,NA,NA,NA,NA
37141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52217,52399,53362,53967,55111,56250
37141,41229,41713,42565,43160,44408,45813,47894,49719,51234,52378,NA,NA,NA,NA,NA,NA
37143,11393,11457,11470,11509,11562,11783,12098,12446,12772,12734,NA,NA,NA,NA,NA,NA
37143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13453,13477,13456,13532,13603,13466
37145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39464,39429,39525,39179,39248,39132
37145,35746,35901,36384,36532,36627,36963,37077,37298,37501,37667,NA,NA,NA,NA,NA,NA
37147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168148,168826,170763,172895,174351,175354
37147,134130,135818,137693,139406,141544,144176,148341,152148,155935,159057,NA,NA,NA,NA,NA,NA
37149,18399,18544,18642,18650,18773,18859,19050,19138,19232,19255,NA,NA,NA,NA,NA,NA
37149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20510,20446,20290,20248,20419,20357
37151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141752,141957,141865,142326,142456,142778
37151,131018,132192,133166,134221,134988,136568,138217,139318,140963,142151,NA,NA,NA,NA,NA,NA
37153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46639,46624,46621,46381,46224,45733
37153,46545,46328,46501,46116,45963,45982,45817,45940,46028,45970,NA,NA,NA,NA,NA,NA
37155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134168,134425,135056,135368,134956,134760
37155,123356,123573,123945,124463,124561,125885,126509,127782,128696,129559,NA,NA,NA,NA,NA,NA
37157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93643,93604,93160,92646,91905,91696
37157,91999,92049,92421,92199,91652,91692,91933,92045,92114,92252,NA,NA,NA,NA,NA,NA
37159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138428,138329,138043,137915,138313,138630
37159,130686,132178,133347,133261,133116,133644,135418,137337,139739,140798,NA,NA,NA,NA,NA,NA
37161,62962,63155,62969,63042,62819,62779,63033,63103,63436,63415,NA,NA,NA,NA,NA,NA
37161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67810,67781,67403,67243,66879,66600
37163,60302,60714,61024,61481,61775,62138,62599,63094,63437,63713,NA,NA,NA,NA,NA,NA
37163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63431,63517,63650,63895,64098,64050
37165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36157,36099,36332,36157,36006,35576
37165,36008,35939,35527,35489,36479,36403,36366,36427,36480,36292,NA,NA,NA,NA,NA,NA
37167,58255,58596,58512,58433,58252,58434,58585,59183,59685,59794,NA,NA,NA,NA,NA,NA
37167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60585,60562,60480,60493,60630,60600
37169,44832,44878,44827,44896,45176,45422,45839,46031,46140,46150,NA,NA,NA,NA,NA,NA
37169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47401,47339,47191,46756,46587,46419
37171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73673,73714,73644,73568,73062,72968
37171,71294,71657,71900,71981,71672,71857,71965,72126,72388,72496,NA,NA,NA,NA,NA,NA
