fips,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop20104,pop2010,pop2011,pop2012,pop2013,pop2014
19195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7598,7577,7574,7519,7541,7624
19195,7900,7801,7794,7719,7708,7715,7618,7623,7605,7541,NA,NA,NA,NA,NA,NA
19197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13229,13186,13038,13008,12963,12840
19197,14313,14055,13819,13624,13537,13377,13187,13039,12878,12716,NA,NA,NA,NA,NA,NA
20000,2692810,2701456,2712598,2721955,2730765,2741771,2755700,2775586,2797375,2818747,NA,NA,NA,NA,NA,NA
20001,14386,14147,14067,13872,13834,13625,13513,13407,13268,13203,NA,NA,NA,NA,NA,NA
20001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13371,13360,13351,13341,13098,12909
20003,8090,8168,8090,8107,7992,7949,7861,7858,7958,7872,NA,NA,NA,NA,NA,NA
20003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8102,8098,8051,7918,7858,7883
20005,16765,16792,16699,16688,16700,16567,16548,16447,16374,16411,NA,NA,NA,NA,NA,NA
20005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16924,16870,16785,16800,16717,16513
20007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4861,4848,4926,4880,4938,4897
20007,5287,5123,5023,4952,4879,4829,4820,4716,4612,4593,NA,NA,NA,NA,NA,NA
20009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27674,27684,27697,27553,27510,27385
20009,28129,27904,27861,27777,27738,27880,27727,27694,27505,27464,NA,NA,NA,NA,NA,NA
20011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15173,15169,14941,14859,14826,14772
20011,15382,15354,15153,15100,14990,14845,14800,14821,14880,14884,NA,NA,NA,NA,NA,NA
20013,10711,10567,10389,10282,10265,10093,10112,10022,9988,9927,NA,NA,NA,NA,NA,NA
20013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9984,9982,9998,9888,9949,9815
20015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65880,65918,65851,65756,65884,66227
20015,59675,59723,60119,60494,61089,61575,62390,62887,63452,64084,NA,NA,NA,NA,NA,NA
20017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2790,2788,2791,2750,2708,2692
20017,3029,2977,3020,2952,3006,2974,2960,2849,2821,2798,NA,NA,NA,NA,NA,NA
20019,4347,4247,4192,4153,4153,4003,3850,3775,3756,3745,NA,NA,NA,NA,NA,NA
20019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3669,3646,3614,3566,3553,3481
20021,22549,22266,22043,21913,21831,21389,21435,21410,21178,21064,NA,NA,NA,NA,NA,NA
20021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21603,21563,21387,21224,20933,20787
20023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2726,2721,2704,2675,2682,2693
20023,3156,3074,3016,2931,2892,2840,2820,2757,2728,2700,NA,NA,NA,NA,NA,NA
20025,2387,2359,2320,2290,2267,2190,2128,2071,2079,2081,NA,NA,NA,NA,NA,NA
20025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215,2198,2131,2174,2201,2144
20027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8535,8550,8525,8517,8390,8317
20027,8812,8741,8645,8557,8528,8547,8581,8682,8796,8704,NA,NA,NA,NA,NA,NA
20029,10226,10053,9883,9787,9613,9580,9376,9313,9302,9263,NA,NA,NA,NA,NA,NA
20029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9533,9531,9395,9392,9365,9385
20031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8601,8591,8519,8506,8415,8433
20031,8893,8779,8727,8720,8609,8522,8539,8422,8442,8436,NA,NA,NA,NA,NA,NA
20033,1956,1983,1955,1904,1900,1923,1834,1836,1898,1873,NA,NA,NA,NA,NA,NA
20033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,1886,1883,1908,1924,1954
20035,36252,35752,36051,35384,35121,34459,34055,34139,33988,33634,NA,NA,NA,NA,NA,NA
20035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36311,36308,36242,36264,36230,35963
20037,38233,38396,38276,38537,38539,38493,38684,38744,38871,38869,NA,NA,NA,NA,NA,NA
20037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39134,39200,39204,39361,39330,39290
20039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961,2949,2922,2881,2915,2908
20039,3458,3433,3351,3260,3186,3065,3032,2964,2912,2855,NA,NA,NA,NA,NA,NA
20041,19345,19057,18965,19007,18864,18871,18922,18871,19203,19015,NA,NA,NA,NA,NA,NA
20041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19754,19801,19731,19758,19521,19394
20043,8235,8186,8124,8052,7892,7721,7757,7786,7770,7624,NA,NA,NA,NA,NA,NA
20043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7945,7956,7955,7877,7859,7874
20045,100295,102292,104408,106231,108385,111519,112559,113409,114752,116383,NA,NA,NA,NA,NA,NA
20045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110826,111296,112491,113339,114803,116585
20047,3425,3373,3313,3231,3244,3211,3105,3105,3097,3071,NA,NA,NA,NA,NA,NA
20047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037,3049,3021,2974,2957,3030
20049,3219,3157,3164,3108,3101,3074,3011,2984,3010,3001,NA,NA,NA,NA,NA,NA
20049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2882,2868,2790,2669,2650,2694
20051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28452,28451,28774,29090,29060,29013
20051,27455,27531,27407,27302,27184,27080,27228,27238,27477,27739,NA,NA,NA,NA,NA,NA
20053,6525,6443,6357,6350,6316,6252,6281,6288,6234,6179,NA,NA,NA,NA,NA,NA
20053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6497,6508,6458,6465,6390,6392
20055,40602,40674,40155,40043,40547,40518,40713,40782,40925,42074,NA,NA,NA,NA,NA,NA
20055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36776,36939,37112,37130,37131,37184
20057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33848,34062,34441,34773,34950,34795
20057,32574,32284,32150,32505,32555,32706,32443,32649,32710,33692,NA,NA,NA,NA,NA,NA
20059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25992,26006,25887,25878,25790,25611
20059,24851,25146,25495,25706,25961,25991,26208,26263,26397,26441,NA,NA,NA,NA,NA,NA
20061,27677,27999,28174,28643,28170,28312,28994,29539,31157,31751,NA,NA,NA,NA,NA,NA
20061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34362,35263,35324,38003,36987,36713
20063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,2683,2689,2721,2765,2727
20063,3067,3003,2958,2868,2800,2723,2690,2605,2490,2480,NA,NA,NA,NA,NA,NA
20065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597,2609,2643,2592,2598,2566
20065,2921,2871,2842,2776,2705,2661,2632,2576,2527,2435,NA,NA,NA,NA,NA,NA
20067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7829,7846,7899,7852,7869,7816
20067,7878,7744,7809,7634,7545,7468,7446,7442,7338,7353,NA,NA,NA,NA,NA,NA
20069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6006,6026,6106,5994,6007,6082
20069,5904,5921,5978,5991,5969,5905,5869,5767,5879,6005,NA,NA,NA,NA,NA,NA
20071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1247,1256,1250,1266,1286,1301
20071,1540,1537,1437,1392,1383,1317,1283,1299,1275,1234,NA,NA,NA,NA,NA,NA
20073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6689,6683,6612,6446,6404,6328
20073,7656,7660,7570,7489,7409,7212,6934,6939,6807,6666,NA,NA,NA,NA,NA,NA
20075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2690,2698,2623,2631,2606,2603
20075,2658,2673,2667,2678,2619,2561,2548,2591,2591,2625,NA,NA,NA,NA,NA,NA
20077,6502,6389,6224,6184,6101,5970,5822,5741,5772,5667,NA,NA,NA,NA,NA,NA
20077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6034,6030,5948,5874,5859,5818
20079,32877,32923,33190,33314,33411,33397,33462,33623,33768,34247,NA,NA,NA,NA,NA,NA
20079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34684,34784,34748,34831,34803,34820
20081,4307,4229,4153,4151,4151,4139,4053,4036,3981,4006,NA,NA,NA,NA,NA,NA
20081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4256,4290,4237,4221,4136,4106
20083,2084,2125,2140,2117,2079,2023,2007,1935,1928,1906,NA,NA,NA,NA,NA,NA
20083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,1908,1979,1953,1951,1916
20085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13462,13490,13468,13448,13373,13539
20085,12664,12685,12840,12992,13076,13363,13352,13356,13245,13412,NA,NA,NA,NA,NA,NA
20087,18442,18458,18480,18486,18602,18625,18391,18365,18311,18207,NA,NA,NA,NA,NA,NA
20087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19126,19121,18960,18901,18824,18855
20089,3759,3612,3496,3420,3345,3260,3248,3187,3123,3059,NA,NA,NA,NA,NA,NA
20089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3077,3065,3087,3037,3067,3043
20091,454644,463974,475918,486338,496358,505578,516285,525938,535000,542737,NA,NA,NA,NA,NA,NA
20091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544179,545666,552906,559954,567326,574272
20093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3977,3992,3963,3976,3904,3915
20093,4512,4536,4447,4349,4361,4303,4233,4138,4140,4169,NA,NA,NA,NA,NA,NA
20095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7858,7842,7895,7828,7837,7698
20095,8677,8553,8392,8427,8285,8063,7901,7772,7637,7571,NA,NA,NA,NA,NA,NA
20097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2553,2560,2553,2499,2518,2513
20097,3254,3133,3101,3107,3047,2984,2918,2708,2297,2322,NA,NA,NA,NA,NA,NA
20099,22737,22458,22248,22127,21938,21930,21940,21954,21807,21776,NA,NA,NA,NA,NA,NA
20099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21607,21546,21432,21219,20969,20960
20101,2145,2099,1972,1943,1899,1828,1758,1738,1730,1742,NA,NA,NA,NA,NA,NA
20101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,1736,1762,1700,1720,1687
20103,68921,69796,70756,71205,71409,71762,72574,73603,74355,75227,NA,NA,NA,NA,NA,NA
20103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76227,76555,77118,77729,78234,78797
20105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3241,3232,3206,3159,3138,3167
20105,3574,3542,3482,3489,3355,3365,3272,3266,3221,3123,NA,NA,NA,NA,NA,NA
20107,9599,9712,9664,9669,9680,9833,9772,9593,9439,9335,NA,NA,NA,NA,NA,NA
20107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9656,9637,9605,9481,9531,9502
20109,3048,2959,2927,2845,2804,2757,2666,2632,2601,2549,NA,NA,NA,NA,NA,NA
20109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756,2771,2764,2795,2789,2794
20111,35965,36009,35749,35735,35861,35715,35575,35720,35318,33601,NA,NA,NA,NA,NA,NA
20111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33690,33632,33653,33529,33522,33212
20113,29571,29481,29211,29171,29174,29228,28986,29027,28814,28866,NA,NA,NA,NA,NA,NA
20113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29180,29141,29213,29341,29606,29241
20115,13377,13293,13129,13000,12754,12623,12347,12187,12056,11982,NA,NA,NA,NA,NA,NA
20115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12660,12663,12540,12372,12224,12208
20117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10117,10105,10003,10066,10028,10006
20117,10934,10794,10590,10449,10309,10265,10166,10158,10180,10123,NA,NA,NA,NA,NA,NA
20119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4575,4604,4539,4415,4304,4357
20119,4622,4655,4637,4554,4516,4518,4452,4408,4407,4407,NA,NA,NA,NA,NA,NA
20121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32787,32862,32696,32605,32839,32822
20121,28507,28589,28735,28926,29476,29895,30145,30761,30787,30969,NA,NA,NA,NA,NA,NA
20123,6911,6762,6685,6650,6493,6384,6314,6310,6293,6344,NA,NA,NA,NA,NA,NA
20123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6373,6355,6304,6342,6336,6284
20125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35471,35370,34744,34433,34396,34065
20125,36205,35750,35154,34648,34493,34212,34265,34402,34277,34254,NA,NA,NA,NA,NA,NA
20127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5923,5913,5861,5851,5717,5698
20127,6113,6059,5982,5923,5906,5948,5930,5943,6017,5994,NA,NA,NA,NA,NA,NA
20129,3480,3366,3336,3325,3227,3176,3138,3087,3051,3031,NA,NA,NA,NA,NA,NA
20129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3233,3229,3169,3139,3150,3110
20131,10684,10465,10449,10408,10292,10233,10183,10148,10060,9968,NA,NA,NA,NA,NA,NA
20131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10178,10164,10123,10104,10140,10148
20133,16944,16836,16609,16437,16425,16289,16120,16168,16139,16046,NA,NA,NA,NA,NA,NA
20133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16512,16485,16455,16452,16458,16416
20135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3107,3108,3127,3085,3094,3105
20135,3440,3361,3299,3193,3116,3052,2988,2961,2909,2835,NA,NA,NA,NA,NA,NA
20137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5671,5661,5672,5605,5642,5560
20137,5948,5814,5760,5727,5631,5570,5519,5441,5418,5330,NA,NA,NA,NA,NA,NA
20139,16758,16639,16650,16659,16754,16753,16494,16315,16266,16104,NA,NA,NA,NA,NA,NA
20139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16295,16294,16340,16173,16082,15936
20141,4435,4333,4261,4114,4051,3982,3937,3852,3804,3849,NA,NA,NA,NA,NA,NA
20141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3858,3837,3842,3815,3806,3756
20143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6091,6093,6085,6061,6071,6065
20143,6189,6120,6148,6091,6034,5998,5990,5970,5993,5974,NA,NA,NA,NA,NA,NA
20145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6973,6987,7035,6913,6946,6916
20145,7218,7009,6874,6764,6699,6661,6447,6401,6256,6206,NA,NA,NA,NA,NA,NA
20147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5642,5632,5543,5521,5571,5533
20147,5994,5860,5751,5626,5584,5439,5335,5315,5282,5272,NA,NA,NA,NA,NA,NA
20149,18277,18273,18324,18539,18676,18787,18925,19471,19779,19994,NA,NA,NA,NA,NA,NA
20149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21604,21732,22040,22351,22670,22897
20151,9629,9525,9579,9441,9322,9407,9409,9407,9366,9304,NA,NA,NA,NA,NA,NA
20151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9656,9647,9662,9787,9844,9850
20153,2959,2875,2846,2765,2690,2601,2557,2536,2466,2425,NA,NA,NA,NA,NA,NA
20153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2519,2502,2539,2538,2603,2584
20155,64691,64467,63961,63667,63363,63256,63215,63015,63227,63357,NA,NA,NA,NA,NA,NA
20155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64511,64558,64393,64217,64155,63794
20157,5801,5650,5421,5296,5159,5083,4974,4914,4832,4808,NA,NA,NA,NA,NA,NA
20157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4980,4957,4913,4858,4810,4803
20159,10732,10607,10517,10442,10462,10348,10168,10039,10128,10079,NA,NA,NA,NA,NA,NA
20159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10083,10113,10101,10009,10010,10015
20161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71115,71612,73384,76297,75905,75194
20161,63085,63371,63755,65474,66144,67507,69164,69406,71113,71341,NA,NA,NA,NA,NA,NA
20163,5663,5547,5452,5378,5326,5252,5198,5134,5088,4984,NA,NA,NA,NA,NA,NA
20163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5181,5173,5182,5197,5164,5155
20165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307,3318,3200,3207,3186,3197
20165,3534,3494,3423,3390,3378,3304,3203,3169,3197,3143,NA,NA,NA,NA,NA,NA
20167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6970,6983,6962,6963,6929,6956
20167,7353,7151,7007,6936,6954,6769,6701,6724,6633,6596,NA,NA,NA,NA,NA,NA
20169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55606,55758,55733,55890,55830,55755
20169,53646,53869,53988,53738,53808,53888,53914,54105,54109,54364,NA,NA,NA,NA,NA,NA
20171,5096,5077,4900,4775,4601,4629,4572,4523,4517,4560,NA,NA,NA,NA,NA,NA
20171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4936,4946,4906,4900,4992,5080
20173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498365,499282,500914,503821,506121,508803
20173,453546,456251,459961,460981,461872,464383,468338,475075,482317,490864,NA,NA,NA,NA,NA,NA
20175,22545,22518,22702,22688,22623,22449,22396,22637,22747,23013,NA,NA,NA,NA,NA,NA
20175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22952,22985,23223,23453,23470,23465
20177,170063,170345,170349,170744,171178,171568,172563,173764,175073,176255,NA,NA,NA,NA,NA,NA
20177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177934,178257,178861,178904,178574,178406
20179,2794,2708,2636,2603,2521,2524,2478,2454,2463,2435,NA,NA,NA,NA,NA,NA
20179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2556,2551,2544,2533,2531,2539
20181,6746,6589,6359,6237,6113,6064,5872,5890,5891,5860,NA,NA,NA,NA,NA,NA
20181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6010,6008,6039,6125,6107,6110
20183,4515,4406,4291,4219,4153,4082,3997,3946,3852,3753,NA,NA,NA,NA,NA,NA
20183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3853,3859,3791,3754,3720,3769
20185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4437,4423,4390,4354,4350,4297
20185,4751,4712,4627,4529,4432,4427,4387,4400,4346,4342,NA,NA,NA,NA,NA,NA
20187,2402,2410,2413,2350,2328,2218,2174,2136,2126,2107,NA,NA,NA,NA,NA,NA
20187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235,2258,2228,2170,2167,2111
20189,5449,5366,5330,5308,5405,5323,5169,5045,5055,5129,NA,NA,NA,NA,NA,NA
20189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5724,5749,5641,5737,5790,5801
20191,25947,25631,25352,25011,24834,24404,24038,23757,23668,23488,NA,NA,NA,NA,NA,NA
20191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24132,24110,23858,23706,23614,23528
20193,8176,8120,8031,7905,7745,7554,7471,7387,7344,7343,NA,NA,NA,NA,NA,NA
20193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7900,7947,7950,7947,8001,7891
20195,3292,3229,3136,3087,3102,3001,2961,2942,2922,2920,NA,NA,NA,NA,NA,NA
20195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001,2990,2977,2969,2959,2902
20197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7053,7047,7042,7018,7041,7022
20197,6873,6779,6705,6686,6721,6793,6688,6815,6879,6846,NA,NA,NA,NA,NA,NA
20199,1740,1694,1662,1605,1537,1498,1488,1432,1395,1408,NA,NA,NA,NA,NA,NA
20199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,1482,1524,1524,1562,1506
20201,6472,6319,6219,6149,6045,5973,5884,5804,5762,5683,NA,NA,NA,NA,NA,NA
20201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5799,5789,5838,5731,5628,5598
20203,2518,2499,2426,2388,2293,2289,2203,2168,2117,2109,NA,NA,NA,NA,NA,NA
20203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234,2238,2257,2226,2186,2176
20205,10304,10216,10103,10053,9778,9758,9733,9778,9595,9474,NA,NA,NA,NA,NA,NA
20205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9409,9394,9239,9119,9105,9028
20207,3763,3745,3595,3552,3454,3475,3377,3290,3271,3240,NA,NA,NA,NA,NA,NA
20207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3309,3299,3306,3260,3206,3157
20209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157505,157762,158030,159303,160601,161636
20209,157857,158246,157236,155790,154271,153586,152810,153317,153968,155085,NA,NA,NA,NA,NA,NA
21000,4048903,4069191,4091330,4118627,4147970,4182293,4219374,4256278,4287931,4314113,NA,NA,NA,NA,NA,NA
21001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18656,18871,18979,18971,19135,19204
21001,17285,17471,17575,17645,17645,17695,17821,17906,17909,18029,NA,NA,NA,NA,NA,NA
21003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19956,20040,20170,20231,20269,20384
21003,17810,17853,18034,18143,18315,18425,18687,18856,19047,18982,NA,NA,NA,NA,NA,NA
21005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21421,21458,21560,21663,21752,21888
21005,19184,19459,19434,19657,19908,20220,20800,21334,21468,21790,NA,NA,NA,NA,NA,NA
21007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8249,8259,8285,8304,8282,8240
21007,8300,8218,8151,8230,8217,8238,8169,8138,8200,8161,NA,NA,NA,NA,NA,NA
21009,38118,38463,38599,38981,39371,40022,40510,41068,41419,41747,NA,NA,NA,NA,NA,NA
21009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42173,42178,42415,42669,43046,43148
21011,11128,11287,11417,11442,11466,11560,11583,11514,11708,11618,NA,NA,NA,NA,NA,NA
21011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11591,11623,11715,11799,12008,12206
21013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28691,28705,28631,28152,27905,27778
21013,30041,29624,29784,29579,29402,29271,29127,29027,29066,28972,NA,NA,NA,NA,NA,NA
21015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118811,119306,121640,123258,124535,126413
21015,87006,90251,93362,96717,100936,105628,109560,112806,115999,118576,NA,NA,NA,NA,NA,NA
21017,19364,19409,19381,19442,19576,19703,19566,19612,19732,19729,NA,NA,NA,NA,NA,NA
21017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19985,19964,19993,19996,19935,19972
21019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49542,49682,49448,49284,48963,48832
21019,49662,49565,49440,49495,49193,48931,48747,48565,48573,48527,NA,NA,NA,NA,NA,NA
21021,27703,27627,27723,27807,28319,28513,28714,28909,29173,29263,NA,NA,NA,NA,NA,NA
21021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28432,28651,28756,29048,29588,29706
21023,8277,8360,8450,8439,8662,8614,8581,8607,8637,8653,NA,NA,NA,NA,NA,NA
21023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8488,8494,8493,8464,8440,8406
21025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13878,13858,13834,13645,13567,13409
21025,16061,15912,15772,15689,15746,15729,15656,15595,15652,15575,NA,NA,NA,NA,NA,NA
21027,18678,18741,18834,18900,18913,19052,18957,19074,19144,19057,NA,NA,NA,NA,NA,NA
21027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20059,20053,20285,20098,20056,19888
21029,61633,63202,64823,66566,68927,71114,72398,73737,74736,75653,NA,NA,NA,NA,NA,NA
21029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74319,74495,75282,75913,76819,77955
21031,13039,13138,13149,13217,13383,13304,13402,13294,13358,13329,NA,NA,NA,NA,NA,NA
21031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12690,12715,12763,12806,12826,12875
21033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12984,12986,12981,12921,12785,12725
21033,13039,12846,12792,12779,12744,12769,12769,12816,12884,12870,NA,NA,NA,NA,NA,NA
21035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37191,37425,37831,38228,38141,38282
21035,34171,34396,34404,34718,35087,35477,35988,36161,36204,36348,NA,NA,NA,NA,NA,NA
21037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90336,90726,91220,91175,91385,91833
21037,88659,88689,88292,87774,87366,87273,87133,87302,87413,88423,NA,NA,NA,NA,NA,NA
21039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5104,5100,5049,5042,4988,4978
21039,5342,5319,5319,5275,5290,5249,5255,5156,5156,5209,NA,NA,NA,NA,NA,NA
21041,10162,10162,10270,10310,10304,10420,10425,10498,10636,10703,NA,NA,NA,NA,NA,NA
21041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10811,10807,10980,10874,10881,10815
21043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27720,27754,27458,27471,27291,27223
21043,26867,26908,27094,27231,27168,27306,27367,27316,27040,26771,NA,NA,NA,NA,NA,NA
21045,15481,15631,15801,15857,16003,16115,16224,16294,16400,16498,NA,NA,NA,NA,NA,NA
21045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15955,15965,15963,16086,16107,15891
21047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73955,74213,73640,75770,74422,74250
21047,72414,74763,76031,77171,77737,78098,78459,80944,79690,80938,NA,NA,NA,NA,NA,NA
21049,33223,33443,33522,33825,34245,34653,35169,35656,35767,36159,NA,NA,NA,NA,NA,NA
21049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35613,35607,35456,35739,35607,35758
21051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21730,21691,21613,21541,21238,21147
21051,24503,24480,24488,24300,24118,23955,23885,23685,23805,23629,NA,NA,NA,NA,NA,NA
21053,9629,9598,9572,9538,9505,9457,9376,9474,9507,9403,NA,NA,NA,NA,NA,NA
21053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10272,10276,10151,10233,10136,10165
21055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9315,9308,9270,9247,9222,9224
21055,9404,9284,9168,9157,9025,9011,9111,9095,9214,9110,NA,NA,NA,NA,NA,NA
