fips,year,size
21091,pop2001,8437
21093,pop2001,94729
21095,pop2001,32413
21097,pop2001,18012
21099,pop2001,17307
21101,pop2001,44787
21103,pop2001,15219
21105,pop2001,5234
21107,pop2001,46076
21109,pop2001,13597
21111,pop2001,695246
21113,pop2001,39763
21115,pop2001,23350
21117,pop2001,151972
21119,pop2001,17499
21121,pop2001,31596
21123,pop2001,13380
21125,pop2001,53532
21127,pop2001,15666
21129,pop2001,7853
21131,pop2001,12200
21133,pop2001,24791
21135,pop2001,13984
21137,pop2001,23796
21139,pop2001,9809
21141,pop2001,26610
21143,pop2001,8142
21145,pop2001,64849
21147,pop2001,16989
21149,pop2001,9847
21151,pop2001,72649
21153,pop2001,13172
21155,pop2001,18337
21157,pop2001,30126
21159,pop2001,12414
21161,pop2001,16798
21163,pop2001,26789
21165,pop2001,6689
21167,pop2001,20852
21169,pop2001,10087
21171,pop2001,11791
21173,pop2001,22814
21175,pop2001,14061
21177,pop2001,31755
21179,pop2001,38201
21181,pop2001,6845
21183,pop2001,22991
21185,pop2001,47851
21187,pop2001,10661
21189,pop2001,4802
21191,pop2001,14613
21193,pop2001,29197
21195,pop2001,67611
21197,pop2001,13339
21199,pop2001,56655
21201,pop2001,2244
21203,pop2001,16522
21205,pop2001,22285
21207,pop2001,16366
21209,pop2001,34492
21211,pop2001,34066
21213,pop2001,16582
21215,pop2001,12698
21217,pop2001,22961
21219,pop2001,12015
21221,pop2001,12683
21223,pop2001,8413
21225,pop2001,15566
21227,pop2001,93771
21229,pop2001,10980
21231,pop2001,19961
21233,pop2001,13964
21235,pop2001,36444
21237,pop2001,6912
21239,pop2001,23349
22001,pop2001,58729
22003,pop2001,25397
22005,pop2001,79168
22007,pop2001,23176
22009,pop2001,41345
22011,pop2001,33061
22013,pop2001,15440
22015,pop2001,99610
22017,pop2001,250864
22019,pop2001,182975
22021,pop2001,10478
22023,pop2001,9834
22025,pop2001,10793
22027,pop2001,16606
22029,pop2001,19931
22031,pop2001,25452
22033,pop2001,411408
22035,pop2001,9183
22037,pop2001,21197
22039,pop2001,35288
22041,pop2001,20956
22043,pop2001,18642
22045,pop2001,73277
22047,pop2001,33228
22049,pop2001,15369
22051,pop2001,452088
22053,pop2001,31098
22055,pop2001,190825
22057,pop2001,90054
22059,pop2001,14119
22061,pop2001,42189
22063,pop2001,95203
22065,pop2001,13394
22067,pop2001,30631
22069,pop2001,38780
22071,pop2001,477932
22073,pop2001,146601
22075,pop2001,26852
22077,pop2001,22522
22079,pop2001,126276
22081,pop2001,9478
22083,pop2001,20848
22085,pop2001,23345
22087,pop2001,66554
22089,pop2001,48412
22091,pop2001,10424
22093,pop2001,21146
22095,pop2001,43575
22097,pop2001,87605
22099,pop2001,49068
22101,pop2001,52528
22103,pop2001,195718
22105,pop2001,101614
22107,pop2001,6462
22109,pop2001,104729
22111,pop2001,22804
22113,pop2001,53952
22115,pop2001,52233
22117,pop2001,43776
22119,pop2001,41314
22121,pop2001,21620
22123,pop2001,12069
22125,pop2001,15078
22127,pop2001,16493
23001,pop2001,104148
23003,pop2001,72873
23005,pop2001,268021
23007,pop2001,29535
23009,pop2001,51917
23011,pop2001,117967
23013,pop2001,39970
23015,pop2001,33997
23017,pop2001,55009
23019,pop2001,145589
23021,pop2001,17135
23023,pop2001,35498
23025,pop2001,50769
23027,pop2001,37015
23029,pop2001,33419
23031,pop2001,191929
24001,pop2001,74314
24003,pop2001,497045
24005,pop2001,762356
24009,pop2001,77342
24011,pop2001,29905
24013,pop2001,154475
24015,pop2001,88256
24017,pop2001,124699
24019,pop2001,30600
24021,pop2001,201994
24023,pop2001,29724
24025,pop2001,222323
24027,pop2001,255157
24029,pop2001,19363
24031,pop2001,893275
24033,pop2001,815028
24035,pop2001,41295
24037,pop2001,87468
24039,pop2001,25156
24041,pop2001,34103
24043,pop2001,133000
24045,pop2001,85304
24047,pop2001,47598
24510,pop2001,645253
25001,pop2001,224928
25003,pop2001,133723
25005,pop2001,538299
25007,pop2001,15201
25009,pop2001,730782
25011,pop2001,71593
25013,pop2001,457723
25015,pop2001,152304
25017,pop2001,1476773
25019,pop2001,9742
25021,pop2001,653482
25023,pop2001,478981
25025,pop2001,705348
25027,pop2001,762851
26001,pop2001,11691
26003,pop2001,9807
26005,pop2001,107752
26007,pop2001,31126
26009,pop2001,23477
26011,pop2001,17170
26013,pop2001,8870
26015,pop2001,57437
26017,pop2001,109654
26019,pop2001,16463
26021,pop2001,161683
26023,pop2001,46022
26025,pop2001,138052
26027,pop2001,51104
26029,pop2001,26401
26031,pop2001,26884
26033,pop2001,38459
26035,pop2001,31300
26037,pop2001,65516
26039,pop2001,14423
26041,pop2001,38336
26043,pop2001,27190
26045,pop2001,104639
26047,pop2001,32133
26049,pop2001,437901
26051,pop2001,26447
26053,pop2001,17586
26055,pop2001,79932
26057,pop2001,42463
26059,pop2001,46586
26061,pop2001,35553
26063,pop2001,35622
26065,pop2001,280652
26067,pop2001,61900
26069,pop2001,27139
26071,pop2001,12854
26073,pop2001,63870
26075,pop2001,159756
26077,pop2001,240048
26079,pop2001,16816
26081,pop2001,582158
26083,pop2001,2294
26085,pop2001,11565
26087,pop2001,89240
26089,pop2001,21511
26091,pop2001,99573
26093,pop2001,163354
26095,pop2001,7080
26097,pop2001,11711
26099,pop2001,799945
26101,pop2001,24707
26103,pop2001,64616
26105,pop2001,28475
26107,pop2001,40891
26109,pop2001,25153
26111,pop2001,83516
26113,pop2001,14592
26115,pop2001,147645
26117,pop2001,61992
26119,pop2001,10432
26121,pop2001,171242
26123,pop2001,48588
26125,pop2001,1201013
26127,pop2001,27079
26129,pop2001,21687
26131,pop2001,7709
26133,pop2001,23320
26135,pop2001,9439
26137,pop2001,23725
26139,pop2001,243502
26141,pop2001,14249
26143,pop2001,25704
26145,pop2001,209363
26147,pop2001,165856
26149,pop2001,62471
26151,pop2001,44568
26153,pop2001,8826
26155,pop2001,71927
26157,pop2001,58176
26159,pop2001,76737
26161,pop2001,329234
26163,pop2001,2059824
26165,pop2001,30690
27001,pop2001,15332
27003,pop2001,305002
27005,pop2001,30273
27007,pop2001,40418
27009,pop2001,35697
27011,pop2001,5679
27013,pop2001,56510
27015,pop2001,26897
27017,pop2001,32005
27019,pop2001,73109
27021,pop2001,27608
27023,pop2001,12945
27025,pop2001,43091
27027,pop2001,51369
27029,pop2001,8330
27031,pop2001,5192
27033,pop2001,12054
27035,pop2001,56135
27037,pop2001,363622
27039,pop2001,18093
27041,pop2001,33248
27043,pop2001,15908
27045,pop2001,21190
27047,pop2001,32430
27049,pop2001,44556
27051,pop2001,6247
27053,pop2001,1124929
27055,pop2001,19888
27057,pop2001,18361
27059,pop2001,32627
27061,pop2001,43839
27063,pop2001,11068
27065,pop2001,15226
27067,pop2001,41179
27069,pop2001,5159
27071,pop2001,14103
27073,pop2001,7884
27075,pop2001,11111
27077,pop2001,4441
27079,pop2001,25702
27081,pop2001,6311
27083,pop2001,25392
27085,pop2001,35175
27087,pop2001,5173
27089,pop2001,9922
27091,pop2001,21425
27093,pop2001,22782
27095,pop2001,22908
27097,pop2001,32042
27099,pop2001,38679
27101,pop2001,9059
27103,pop2001,30185
27105,pop2001,20747
27107,pop2001,7280
27109,pop2001,126798
27111,pop2001,57080
27113,pop2001,13370
27115,pop2001,27063
27117,pop2001,9811
27119,pop2001,31021
27121,pop2001,11152
27123,pop2001,512979
27125,pop2001,4289
27127,pop2001,16588
27129,pop2001,16882
27131,pop2001,57717
27133,pop2001,9679
27135,pop2001,16169
27137,pop2001,200852
27139,pop2001,97200
27141,pop2001,68263
27143,pop2001,15360
27145,pop2001,135996
27147,pop2001,34189
27149,pop2001,9978
27151,pop2001,11520
27153,pop2001,24461
27155,pop2001,3970
27157,pop2001,21787
27159,pop2001,13649
27161,pop2001,19494
27163,pop2001,206692
27165,pop2001,11820
27167,pop2001,6960
27169,pop2001,49822
27171,pop2001,93741
27173,pop2001,10924
28001,pop2001,33748
28003,pop2001,34652
28005,pop2001,13510
28007,pop2001,19627
28009,pop2001,7919
28011,pop2001,40062
28013,pop2001,14949
28015,pop2001,10659
28017,pop2001,19452
28019,pop2001,9611
28021,pop2001,11677
28023,pop2001,17797
28025,pop2001,21797
28027,pop2001,30275
28029,pop2001,28828
28031,pop2001,19467
28033,pop2001,113263
28035,pop2001,73240
28037,pop2001,8342
28039,pop2001,19462
28041,pop2001,13212
28043,pop2001,23041
28045,pop2001,43847
28047,pop2001,190270
28049,pop2001,249440
28051,pop2001,21387
28053,pop2001,11036
28055,pop2001,2175
28057,pop2001,22827
28059,pop2001,132563
28061,pop2001,18317
28063,pop2001,9622
28065,pop2001,13643
28067,pop2001,64863
28069,pop2001,10591
28071,pop2001,39122
28073,pop2001,39954
28075,pop2001,77509
28077,pop2001,13319
28079,pop2001,21456
28081,pop2001,76573
28083,pop2001,37045
28085,pop2001,33164
28087,pop2001,60971
28089,pop2001,76526
28091,pop2001,25268
28093,pop2001,35043
28095,pop2001,37992
28097,pop2001,12077
28099,pop2001,28490
28101,pop2001,21855
28103,pop2001,12438
28105,pop2001,42826
28107,pop2001,34490
28109,pop2001,49353
28111,pop2001,12169
28113,pop2001,38695
28115,pop2001,27073
28117,pop2001,25453
28119,pop2001,9960
28121,pop2001,118950
28123,pop2001,28489
28125,pop2001,6362
28127,pop2001,27438
28129,pop2001,16119
28131,pop2001,14068
28133,pop2001,33954
28135,pop2001,14632
28137,pop2001,25504
28139,pop2001,20871
28141,pop2001,18964
28143,pop2001,9358
28145,pop2001,25708
28147,pop2001,15099
28149,pop2001,49247
28151,pop2001,61654
28153,pop2001,21142
28155,pop2001,10259
28157,pop2001,10268
28159,pop2001,20061
28161,pop2001,13404
28163,pop2001,27770
29001,pop2001,24919
29003,pop2001,16589
29005,pop2001,6383
29007,pop2001,25721
29009,pop2001,34089
29011,pop2001,12682
29013,pop2001,16772
29015,pop2001,17366
29017,pop2001,12239
29019,pop2001,137683
29021,pop2001,86184
29023,pop2001,40682
29025,pop2001,8989
29027,pop2001,41494
29029,pop2001,37356
29031,pop2001,69231
29033,pop2001,10179
29035,pop2001,5870
29037,pop2001,84665
29039,pop2001,13861
29041,pop2001,8255
29043,pop2001,56931
29045,pop2001,7433
29047,pop2001,189229
29049,pop2001,19394
29051,pop2001,71613
29053,pop2001,16661
29055,pop2001,22784
29057,pop2001,7852
29059,pop2001,15734
29061,pop2001,7935
29063,pop2001,13009
29065,pop2001,15031
29067,pop2001,13050
29069,pop2001,32873
29071,pop2001,94857
29073,pop2001,15386
29075,pop2001,6775
29077,pop2001,242682
29079,pop2001,10335
29081,pop2001,8751
29083,pop2001,22287
29085,pop2001,8968
29087,pop2001,5303
29089,pop2001,10119
29091,pop2001,37104
29093,pop2001,10536
29095,pop2001,658051
29097,pop2001,105839
29099,pop2001,200669
29101,pop2001,49310
29103,pop2001,4279
29105,pop2001,32881
29107,pop2001,32868
29109,pop2001,35548
29111,pop2001,10378
29113,pop2001,40749
29115,pop2001,13604
29117,pop2001,14472
29119,pop2001,21686
29121,pop2001,15610
29123,pop2001,11810
29125,pop2001,8772
29127,pop2001,28099
29129,pop2001,3720
29131,pop2001,23926
29133,pop2001,13232
29135,pop2001,14753
29137,pop2001,9285
29139,pop2001,12060
29141,pop2001,19635
29143,pop2001,19478
29145,pop2001,52770
29147,pop2001,21940
29149,pop2001,10178
29151,pop2001,13056
29153,pop2001,9404
29155,pop2001,19823
29157,pop2001,18143
29159,pop2001,39487
29161,pop2001,39925
29163,pop2001,18267
29165,pop2001,76424
29167,pop2001,27427
29169,pop2001,42867
29171,pop2001,5187
29173,pop2001,9635
29175,pop2001,24696
29177,pop2001,23390
29179,pop2001,6527
29181,pop2001,13403
29183,pop2001,294709
29185,pop2001,9587
29186,pop2001,17898
29187,pop2001,56090
29189,pop2001,1015705
29195,pop2001,23404
29197,pop2001,4144
29199,pop2001,4952
29201,pop2001,40416
29203,pop2001,8297
29205,pop2001,6780
29207,pop2001,29652
29209,pop2001,28899
29211,pop2001,7248
29213,pop2001,40240
29215,pop2001,24023
29217,pop2001,20412
29219,pop2001,25325
29221,pop2001,23453
29223,pop2001,13247
29225,pop2001,31959
29227,pop2001,2295
29229,pop2001,17907
29510,pop2001,350240
30001,pop2001,9012
30003,pop2001,12805
30005,pop2001,6754
30007,pop2001,4364
30009,pop2001,9637
30011,pop2001,1349
30013,pop2001,80387
30015,pop2001,5749
30017,pop2001,11424
30019,pop2001,2002
30021,pop2001,8902
30023,pop2001,9222
30025,pop2001,2719
30027,pop2001,11676
30029,pop2001,75997
30031,pop2001,70196
30033,pop2001,1262
30035,pop2001,13139
30037,pop2001,1015
30039,pop2001,2879
30041,pop2001,16464
30043,pop2001,10119
30045,pop2001,2263
30047,pop2001,26839
30049,pop2001,56195
30051,pop2001,2089
30053,pop2001,18546
30055,pop2001,1872
30057,pop2001,6833
30059,pop2001,1919
30061,pop2001,3814
30063,pop2001,97400
30065,pop2001,4397
30067,pop2001,15689
30069,pop2001,483
30071,pop2001,4442
30073,pop2001,6326
30075,pop2001,1813
30077,pop2001,7012
30079,pop2001,1209
30081,pop2001,36738
30083,pop2001,9384
30085,pop2001,10538
30087,pop2001,9250
30089,pop2001,10404
30091,pop2001,3926
30093,pop2001,33717
30095,pop2001,8334
30097,pop2001,3592
30099,pop2001,6383
30101,pop2001,5272
30103,pop2001,821
30105,pop2001,7506
30107,pop2001,2171
30109,pop2001,1015
30111,pop2001,130608
31001,pop2001,31596
31003,pop2001,7235
31005,pop2001,408
31007,pop2001,810
31009,pop2001,560
31011,pop2001,6134
31013,pop2001,11835
31015,pop2001,2386
31017,pop2001,3491
31019,pop2001,42420
31021,pop2001,7662
31023,pop2001,8911
31025,pop2001,24524
31027,pop2001,9388
31029,pop2001,3965
31031,pop2001,6031
31033,pop2001,9903
31035,pop2001,6904
31037,pop2001,10439
31039,pop2001,10056
31041,pop2001,11569
31043,pop2001,20289
31045,pop2001,9091
31047,pop2001,24446
31049,pop2001,2083
31051,pop2001,6251
31053,pop2001,36024
31055,pop2001,468026
31057,pop2001,2195
31059,pop2001,6511
31061,pop2001,3457
31063,pop2001,3038
31065,pop2001,5185
31067,pop2001,23089
31069,pop2001,2265
31071,pop2001,1871
31073,pop2001,2073
31075,pop2001,746
31077,pop2001,2662
31079,pop2001,53410
31081,pop2001,9327
31083,pop2001,3716
31085,pop2001,1086
31087,pop2001,3086
31089,pop2001,11300
31091,pop2001,753
31093,pop2001,6482
31095,pop2001,8251
31097,pop2001,4361
31099,pop2001,6830
31101,pop2001,8720
31103,pop2001,961
31105,pop2001,4024
31107,pop2001,9141
31109,pop2001,254357
31111,pop2001,34578
31113,pop2001,779
31115,pop2001,721
31117,pop2001,527
31119,pop2001,35550
31121,pop2001,8037
31123,pop2001,5342
31125,pop2001,3991
31127,pop2001,7394
31129,pop2001,4923
31131,pop2001,15474
31133,pop2001,3000
31135,pop2001,3101
31137,pop2001,9695
31139,pop2001,7735
31141,pop2001,31391
31143,pop2001,5496
31145,pop2001,11398
31147,pop2001,9231
31149,pop2001,1712
31151,pop2001,13952
31153,pop2001,126040
31155,pop2001,19917
31157,pop2001,36532
31159,pop2001,16624
31161,pop2001,5970
31163,pop2001,3258
31165,pop2001,1399
31167,pop2001,6396
31169,pop2001,5862
31171,pop2001,704
31173,pop2001,7150
31175,pop2001,4607
31177,pop2001,19082
31179,pop2001,9715
31181,pop2001,3982
31183,pop2001,849
31185,pop2001,14500
32001,pop2001,24316
32003,pop2001,1456549
32005,pop2001,42145
32007,pop2001,45006
32009,pop2001,937
32011,pop2001,1616
32013,pop2001,15982
32015,pop2001,5390
32017,pop2001,4138
32019,pop2001,36129
32021,pop2001,4844
32023,pop2001,33661
32027,pop2001,6536
32029,pop2001,3416
32031,pop2001,351737
32033,pop2001,8681
32510,pop2001,53426
33001,pop2001,57850
33003,pop2001,44218
33005,pop2001,74383
33007,pop2001,32908
33009,pop2001,81892
33011,pop2001,388182
33013,pop2001,138635
33015,pop2001,283446
33017,pop2001,114498
33019,pop2001,40867
34001,pop2001,254890
34003,pop2001,888333
34005,pop2001,429655
34007,pop2001,507830
34009,pop2001,101864
34011,pop2001,146673
34013,pop2001,793099
34015,pop2001,259050
34017,pop2001,612526
34019,pop2001,124657
34021,pop2001,353965
34023,pop2001,760058
34025,pop2001,624065
34027,pop2001,473163
34029,pop2001,523696
34031,pop2001,492574
34033,pop2001,64133
34035,pop2001,302331
34037,pop2001,146078
34039,pop2001,525510
34041,pop2001,105319
35001,pop2001,562515
35003,pop2001,3464
35005,pop2001,60824
35006,pop2001,26632
35007,pop2001,14052
35009,pop2001,44656
35011,pop2001,2151
35013,pop2001,176460
35015,pop2001,50697
35017,pop2001,30711
35019,pop2001,4713
35021,pop2001,780
35023,pop2001,5448
35025,pop2001,54865
35027,pop2001,19442
35028,pop2001,17661
35029,pop2001,24862
35031,pop2001,74436
35033,pop2001,5187
35035,pop2001,61403
35037,pop2001,9849
35039,pop2001,40991
35041,pop2001,18298
35043,pop2001,93159
35045,pop2001,115133
35047,pop2001,29698
35049,pop2001,131651
35051,pop2001,13092
35053,pop2001,17991
35055,pop2001,30104
35057,pop2001,16679
35059,pop2001,4027
35061,pop2001,67178
36001,pop2001,295378
36003,pop2001,50175
36005,pop2001,1341319
36007,pop2001,199999
36009,pop2001,83297
36011,pop2001,81275
36013,pop2001,138594
36015,pop2001,90673
36017,pop2001,51098
36019,pop2001,80248
36021,pop2001,62808
36023,pop2001,48601
36025,pop2001,47537
36027,pop2001,284315
36029,pop2001,945165
36031,pop2001,38629
36033,pop2001,50787
36035,pop2001,54866
36037,pop2001,59892
36039,pop2001,48077
36041,pop2001,5326
36043,pop2001,63955
36045,pop2001,111841
36047,pop2001,2471596
36049,pop2001,26824
36051,pop2001,64455
36053,pop2001,69446
36055,pop2001,738664
36057,pop2001,49336
36059,pop2001,1342896
36061,pop2001,1562335
36063,pop2001,218363
36065,pop2001,233697
36067,pop2001,457339
36069,pop2001,100791
36071,pop2001,348896
36073,pop2001,43681
36075,pop2001,122176
36077,pop2001,61680
36079,pop2001,97000
36081,pop2001,2234676
36083,pop2001,152253
36085,pop2001,453211
36087,pop2001,288602
36089,pop2001,111202
36091,pop2001,204104
36093,pop2001,145997
36095,pop2001,31758
36097,pop2001,19252
36099,pop2001,34635
36101,pop2001,98935
36103,pop2001,1448987
36105,pop2001,74004
36107,pop2001,51449
36109,pop2001,97575
36111,pop2001,178272
36113,pop2001,63570
36115,pop2001,61087
36117,pop2001,93478
36119,pop2001,935294
36121,pop2001,42972
36123,pop2001,24635
37001,pop2001,133497
37003,pop2001,33986
37005,pop2001,10750
37007,pop2001,25315
37009,pop2001,24599
37011,pop2001,17703
37013,pop2001,45014
37015,pop2001,19572
37017,pop2001,32430
37019,pop2001,76147
37021,pop2001,208464
37023,pop2001,89285
37025,pop2001,136191
37027,pop2001,78145
37029,pop2001,7081
37031,pop2001,59705
37033,pop2001,23518
37035,pop2001,145405
37037,pop2001,51646
37039,pop2001,24530
37041,pop2001,14153
37043,pop2001,9057
37045,pop2001,97096
37047,pop2001,54533
37049,pop2001,93175
37051,pop2001,303502
37053,pop2001,18749
37055,pop2001,30908
37057,pop2001,149217
37059,pop2001,35958
37061,pop2001,49828
37063,pop2001,229542
37065,pop2001,55121
37067,pop2001,312250
37069,pop2001,48789
37071,pop2001,191811
37073,pop2001,10506
37075,pop2001,7966
37077,pop2001,50046
37079,pop2001,19188
37081,pop2001,428132
37083,pop2001,56695
37085,pop2001,93552
37087,pop2001,54559
37089,pop2001,91010
37091,pop2001,23051
37093,pop2001,34623
37095,pop2001,5670
37097,pop2001,127141
37099,pop2001,33619
37101,pop2001,127686
37103,pop2001,10290
37105,pop2001,51202
37107,pop2001,58999
37109,pop2001,65153
37111,pop2001,42676
37113,pop2001,30364
37115,pop2001,19837
37117,pop2001,25150
37119,pop2001,720968
37121,pop2001,15850
37123,pop2001,26972
37125,pop2001,76311
37127,pop2001,88222
37129,pop2001,163874
37131,pop2001,21854
37133,pop2001,149659
37135,pop2001,118263
37137,pop2001,12784
37139,pop2001,34908
37141,pop2001,41713
37143,pop2001,11457
37145,pop2001,35901
37147,pop2001,135818
37149,pop2001,18544
37151,pop2001,132192
37153,pop2001,46328
37155,pop2001,123573
37157,pop2001,92049
37159,pop2001,132178
37161,pop2001,63155
37163,pop2001,60714
37165,pop2001,35939
37167,pop2001,58596
37169,pop2001,44878
37171,pop2001,71657
37173,pop2001,12983
37175,pop2001,29267
37177,pop2001,4123
37179,pop2001,131562
37181,pop2001,43655
37183,pop2001,659127
37185,pop2001,19960
37187,pop2001,13527
37189,pop2001,43246
37191,pop2001,112952
37193,pop2001,66330
37195,pop2001,73931
37197,pop2001,36775
37199,pop2001,17869
38001,pop2001,2530
38003,pop2001,11419
38005,pop2001,6942
38007,pop2001,883
38009,pop2001,6982
38011,pop2001,3099
38013,pop2001,2164
38015,pop2001,70096
38017,pop2001,124928
38019,pop2001,4653
38021,pop2001,5666
38023,pop2001,2173
38025,pop2001,3553
38027,pop2001,2670
38029,pop2001,4186
38031,pop2001,3629
38033,pop2001,1862
38035,pop2001,65415
38037,pop2001,2801
38039,pop2001,2633
38041,pop2001,2624
38043,pop2001,2620
38045,pop2001,4611
38047,pop2001,2215
38049,pop2001,5818
38051,pop2001,3305
38053,pop2001,5603
38055,pop2001,9106
38057,pop2001,8486
38059,pop2001,25069
38061,pop2001,6540
38063,pop2001,3586
38065,pop2001,1967
38067,pop2001,8341
38069,pop2001,4569
38071,pop2001,11824
38073,pop2001,5849
38075,pop2001,2521
38077,pop2001,17599
38079,pop2001,13733
38081,pop2001,4329
38083,pop2001,1620
38085,pop2001,3998
38087,pop2001,739
38089,pop2001,22358
38091,pop2001,2164
38093,pop2001,21560
38095,pop2001,2769
38097,pop2001,8312
38099,pop2001,12095
38101,pop2001,57749
38103,pop2001,4874
38105,pop2001,19430
39001,pop2001,27480
39003,pop2001,108193
39005,pop2001,52823
39007,pop2001,102665
39009,pop2001,62832
39011,pop2001,46566
39013,pop2001,69574
39015,pop2001,42768
39017,pop2001,336587
39019,pop2001,28936
39021,pop2001,38968
39023,pop2001,143929
39025,pop2001,180392
39027,pop2001,40912
39029,pop2001,111395
39031,pop2001,36817
39033,pop2001,46512
39035,pop2001,1381483
39037,pop2001,53030
39039,pop2001,39367
39041,pop2001,119098
39043,pop2001,79228
39045,pop2001,125963
39047,pop2001,28170
39049,pop2001,1082421
39051,pop2001,42157
39053,pop2001,31033
39055,pop2001,92186
39057,pop2001,149566
39059,pop2001,40832
39061,pop2001,849398
39063,pop2001,71940
39065,pop2001,31690
39067,pop2001,15732
39069,pop2001,29136
39071,pop2001,41139
39073,pop2001,28364
39075,pop2001,39738
39077,pop2001,59595
39079,pop2001,32695
39081,pop2001,72786
39083,pop2001,55364
39085,pop2001,229351
39087,pop2001,61991
39089,pop2001,147327
39091,pop2001,45953
39093,pop2001,286878
39095,pop2001,458621
39097,pop2001,40175
39099,pop2001,254855
39101,pop2001,66004
39103,pop2001,154630
39105,pop2001,23018
39107,pop2001,40786
39109,pop2001,99111
39111,pop2001,15026
39113,pop2001,555128
39115,pop2001,14790
39117,pop2001,32390
39119,pop2001,84689
39121,pop2001,13935
39123,pop2001,40974
39125,pop2001,20091
39127,pop2001,34295
39129,pop2001,52259
39131,pop2001,27752
39133,pop2001,153012
39135,pop2001,42284
39137,pop2001,34742
39139,pop2001,128009
39141,pop2001,73590
39143,pop2001,61684
39145,pop2001,78385
39147,pop2001,58310
39149,pop2001,48276
39151,pop2001,378403
39153,pop2001,545276
39155,pop2001,223888
39157,pop2001,91141
39159,pop2001,42479
39161,pop2001,29393
39163,pop2001,12930
39165,pop2001,166848
39167,pop2001,62751
39169,pop2001,112109
39171,pop2001,39070
39173,pop2001,122029
39175,pop2001,22776
40001,pop2001,21066
40003,pop2001,5926
40005,pop2001,13896
40007,pop2001,5641
40009,pop2001,19778
40011,pop2001,12022
40013,pop2001,36462
40015,pop2001,29874
40017,pop2001,89521
40019,pop2001,45595
40021,pop2001,43032
40023,pop2001,15143
40025,pop2001,3053
40027,pop2001,212541
40029,pop2001,5998
40031,pop2001,112236
40033,pop2001,6430
40035,pop2001,14768
40037,pop2001,67903
40039,pop2001,25696
40041,pop2001,37643
40043,pop2001,4597
40045,pop2001,3896
40047,pop2001,57181
40049,pop2001,27021
40051,pop2001,45844
40053,pop2001,5019
40055,pop2001,5837
40057,pop2001,3155
40059,pop2001,3421
40061,pop2001,11755
40063,pop2001,13876
40065,pop2001,27890
40067,pop2001,6646
40069,pop2001,10437
40071,pop2001,47437
40073,pop2001,13843
40075,pop2001,10022
40077,pop2001,10574
40079,pop2001,48033
40081,pop2001,32084
40083,pop2001,34517
40085,pop2001,8729
40087,pop2001,27787
40089,pop2001,34030
40091,pop2001,19450
40093,pop2001,7529
40095,pop2001,13312
40097,pop2001,38449
40099,pop2001,12655
40101,pop2001,69506
40103,pop2001,11413
40105,pop2001,10594
40107,pop2001,11719
40109,pop2001,665401
40111,pop2001,39580
40113,pop2001,44938
40115,pop2001,33039
40117,pop2001,16765
40119,pop2001,71437
40121,pop2001,43349
40123,pop2001,34917
40125,pop2001,66271
40127,pop2001,11653
40129,pop2001,3310
40131,pop2001,72974
40133,pop2001,24497
40135,pop2001,39228
40137,pop2001,42623
40139,pop2001,20113
40141,pop2001,9190
40143,pop2001,566789
40145,pop2001,58758
40147,pop2001,48875
40149,pop2001,11377
40151,pop2001,8846
40153,pop2001,18317
41001,pop2001,16609
41003,pop2001,78175
41005,pop2001,344842
41007,pop2001,35542
41009,pop2001,44228
41011,pop2001,62161
41013,pop2001,19876
41015,pop2001,21097
41017,pop2001,120667
41019,pop2001,100069
41021,pop2001,1875
41023,pop2001,7445
41025,pop2001,7382
41027,pop2001,20396
41029,pop2001,183797
41031,pop2001,19457
41033,pop2001,76304
41035,pop2001,64110
41037,pop2001,7426
41039,pop2001,324829
41041,pop2001,43903
41043,pop2001,103594
41045,pop2001,31476
41047,pop2001,288744
41049,pop2001,11104
41051,pop2001,669591
41053,pop2001,63800
41055,pop2001,1845
41057,pop2001,24335
41059,pop2001,70484
41061,pop2001,24349
41063,pop2001,7097
41065,pop2001,23695
41067,pop2001,462316
41069,pop2001,1496
41071,pop2001,86266
42001,pop2001,92821
42003,pop2001,1272519
42005,pop2001,71797
42007,pop2001,179598
42009,pop2001,49841
42011,pop2001,377155
42013,pop2001,128336
42015,pop2001,62496
42017,pop2001,603241
42019,pop2001,175847
42021,pop2001,150995
42023,pop2001,5897
42025,pop2001,59201
42027,pop2001,136874
42029,pop2001,441763
42031,pop2001,41484
42033,pop2001,82973
42035,pop2001,37706
42037,pop2001,64264
42039,pop2001,90115
42041,pop2001,215115
42043,pop2001,251646
42045,pop2001,552663
42047,pop2001,34757
42049,pop2001,281524
42051,pop2001,147062
42053,pop2001,5045
42055,pop2001,130160
42057,pop2001,14193
42059,pop2001,40358
42061,pop2001,45556
42063,pop2001,89167
42065,pop2001,45649
42067,pop2001,22729
42069,pop2001,212072
42071,pop2001,474420
42073,pop2001,94021
42075,pop2001,120825
42077,pop2001,314790
42079,pop2001,315525
42081,pop2001,119115
42083,pop2001,45218
42085,pop2001,119756
42087,pop2001,46473
42089,pop2001,143560
42091,pop2001,757879
42093,pop2001,18252
42095,pop2001,269429
42097,pop2001,93534
42099,pop2001,43750
42101,pop2001,1512507
42103,pop2001,48023
42105,pop2001,18070
42107,pop2001,149110
42109,pop2001,37744
42111,pop2001,79412
42113,pop2001,6572
42115,pop2001,42127
42117,pop2001,41415
42119,pop2001,41949
42121,pop2001,57039
42123,pop2001,43526
42125,pop2001,203087
42127,pop2001,47992
42129,pop2001,368313
42131,pop2001,28084
