fips,state_fips,county_fips,areaname,state_name,county_name,fipsst,fipsco,region,division,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop19904,pop20104,base20104,pop2010,pop2011,pop2012,pop2013,pop2014
13249,13,249,Schley County,Georgia,Schley County,13,249,3,5,3097,2800,2800,3000,3100,3200,3200,3200,3300,3500,3433,3427,3461,3462,3516,3504,3627,3650,3619,3560,3594,3581,3586,3612,3702,3732,3811,3839,3953,3949,3783,3793,3793,3789,3818,3942,3977,4125,4277,4325,3590,NA,NA,NA,NA,NA,NA,NA
13249,13,13249,"Schley County, Georgia",Georgia,Schley County,13,13249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5010,5010,5021,5025,4989,5072,5163
13251,13,251,Screven County,Georgia,Screven County,13,251,3,5,12591,12800,12600,12700,12700,13000,13300,13600,13600,14000,14043,14095,14068,14075,14300,14461,14851,14582,14281,14134,13812,13747,13764,14006,14035,14143,14216,14398,14451,14463,15370,15115,15327,15160,15186,15185,15024,15047,15076,15054,13842,NA,NA,NA,NA,NA,NA,NA
13251,13,13251,"Screven County, Georgia",Georgia,Screven County,13,13251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14593,14593,14511,14393,14200,14216,14085
13253,13,253,Seminole County,Georgia,Seminole County,13,253,3,5,7059,7500,7700,8000,8300,8600,8700,8800,8800,9000,9057,9136,9011,8866,8953,8870,8909,8849,8823,8965,9015,9105,9110,9195,9325,9161,9427,9624,9762,9803,9361,9287,9290,9155,9205,9083,9049,9012,9101,9094,9010,NA,NA,NA,NA,NA,NA,NA
13253,13,13253,"Seminole County, Georgia",Georgia,Seminole County,13,13253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8729,8729,8733,8782,8915,8903,8686
13255,13,13255,"Spalding County, Georgia",Georgia,Spalding County,13,13255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64073,64073,64085,64118,63799,63741,63988
13255,13,255,Spalding County,Georgia,Spalding County,13,255,3,5,39514,40600,42100,42700,43700,44500,45200,46000,46500,47000,47899,48949,49564,49774,49975,50841,51861,52674,53458,53887,54704,55472,56096,56605,56799,57017,57394,57442,57603,57825,58486,59001,59868,60369,60744,61278,62232,63056,64089,64708,54457,NA,NA,NA,NA,NA,NA,NA
13257,13,13257,"Stephens County, Georgia",Georgia,Stephens County,13,13257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26175,26175,26155,25751,25725,25595,25480
13257,13,257,Stephens County,Georgia,Stephens County,13,257,3,5,20331,20800,21000,21400,21500,21400,21700,21700,21700,21700,21761,21998,22051,22374,22324,22695,22643,22906,23145,23219,23477,23764,24045,24407,24664,24968,25198,25234,25358,25332,25476,25564,25586,25336,25146,25074,25155,25214,25566,25700,23436,NA,NA,NA,NA,NA,NA,NA
13259,13,13259,"Stewart County, Georgia",Georgia,Stewart County,13,13259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6058,6058,6110,6070,6090,5484,5744
13259,13,259,Stewart County,Georgia,Stewart County,13,259,3,5,6511,6400,6100,6100,6100,6000,6000,6000,6000,6000,5896,5972,5905,5951,6043,5928,5827,5712,5677,5659,5653,5560,5534,5522,5454,5440,5492,5417,5410,5374,5255,5172,5097,4986,4896,4795,4676,4589,4572,4558,5654,NA,NA,NA,NA,NA,NA,NA
13261,13,261,Sumter County,Georgia,Sumter County,13,261,3,5,26931,27700,28200,28400,28500,28300,28000,28300,28500,29000,29360,30232,30338,30414,30659,30613,30498,30131,29946,30186,30296,30550,30809,31142,31168,31060,31471,31500,31288,31362,33253,33211,33088,32997,32687,32362,32504,32560,32307,32084,30232,NA,NA,NA,NA,NA,NA,NA
13261,13,13261,"Sumter County, Georgia",Georgia,Sumter County,13,13261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32819,32817,32707,32095,31631,31357,31232
13263,13,13263,"Talbot County, Georgia",Georgia,Talbot County,13,13263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6865,6863,6834,6760,6538,6449,6390
13263,13,263,Talbot County,Georgia,Talbot County,13,263,3,5,6625,6600,6400,6500,6600,6700,6700,6800,6600,6700,6536,6647,6605,6515,6343,6407,6399,6434,6487,6539,6539,6573,6659,6740,6652,6644,6744,6903,6977,6969,6535,6586,6600,6483,6521,6585,6561,6568,6412,6355,6524,NA,NA,NA,NA,NA,NA,NA
13265,13,265,Taliaferro County,Georgia,Taliaferro County,13,265,3,5,2423,2400,2400,2300,2500,2300,2200,2200,2100,2100,2032,2080,2063,2057,2051,2085,2083,2036,2004,1956,1904,1847,1813,1787,1792,1831,1878,1881,1917,1924,2079,2033,2039,1921,1901,1854,1861,1848,1826,1812,1915,NA,NA,NA,NA,NA,NA,NA
13265,13,13265,"Taliaferro County, Georgia",Georgia,Taliaferro County,13,13265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1717,1717,1708,1715,1681,1693,1693
13267,13,13267,"Tattnall County, Georgia",Georgia,Tattnall County,13,13267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25520,25519,25491,25281,25305,25477,25224
13267,13,267,Tattnall County,Georgia,Tattnall County,13,267,3,5,16557,16800,15700,16100,16500,17500,18000,18300,18600,18300,18134,17946,17522,17524,17709,17868,17839,17830,18006,17803,17739,17850,18005,18072,18219,18587,18738,19053,19039,19171,22313,22159,22121,22255,22733,22820,22996,22976,23263,24493,17722,NA,NA,NA,NA,NA,NA,NA
13269,13,13269,"Taylor County, Georgia",Georgia,Taylor County,13,13269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8906,8906,8781,8478,8381,8441,8442
13269,13,269,Taylor County,Georgia,Taylor County,13,269,3,5,7865,7700,8100,8100,8100,8100,8100,8000,8000,8100,7902,7920,7853,7757,7759,7741,7716,7684,7597,7575,7674,7618,7644,7677,7867,8024,8136,8170,8228,8287,8818,8744,8798,8806,8803,8708,8611,8655,8707,8587,7642,NA,NA,NA,NA,NA,NA,NA
13271,13,13271,"Telfair County, Georgia",Georgia,Telfair County,13,13271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16500,16500,16494,16317,16429,16705,16518
13271,13,271,Telfair County,Georgia,Telfair County,13,271,3,5,11394,11500,11800,11400,11200,11300,11200,11400,11500,11900,11445,11567,11488,11527,11401,11396,11343,11240,11174,11111,10994,11053,11593,11308,11564,11577,11573,11451,11537,11406,11797,11723,11564,12758,13194,13227,13176,13298,13235,12792,11000,NA,NA,NA,NA,NA,NA,NA
13273,13,273,Terrell County,Georgia,Terrell County,13,273,3,5,11416,11300,11700,11700,11700,11900,12200,12300,12000,12000,12017,11963,11919,11794,11699,11511,11310,11326,11123,10816,10632,10566,10523,10716,10896,10989,11070,11089,11142,11205,10968,10950,10823,10897,10792,10545,10430,10258,10268,10320,10653,NA,NA,NA,NA,NA,NA,NA
13273,13,13273,"Terrell County, Georgia",Georgia,Terrell County,13,13273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9315,9507,9525,9398,9247,9214,9132
13275,13,275,Thomas County,Georgia,Thomas County,13,275,3,5,34562,35400,35900,36800,36100,37600,37500,37800,37900,38400,38098,38463,38844,39051,38434,38518,38640,39080,39089,39220,38916,39082,39472,39649,40108,41228,41762,42573,42891,42896,42815,42880,42916,43427,43366,44273,44764,45301,45849,46188,38943,NA,NA,NA,NA,NA,NA,NA
13275,13,13275,"Thomas County, Georgia",Georgia,Thomas County,13,13275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44720,44719,44742,44588,44530,44848,44959
13277,13,277,Tift County,Georgia,Tift County,13,277,3,5,27288,28400,29100,30300,30300,30900,32000,32600,32300,32600,32862,33695,33809,33642,33664,34078,34192,34314,34576,34948,35036,35355,35592,35401,35707,36248,36488,36618,36787,36975,38445,38550,38949,39270,40012,40481,41516,42152,42554,42959,34998,NA,NA,NA,NA,NA,NA,NA
13277,13,13277,"Tift County, Georgia",Georgia,Tift County,13,13277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40118,40122,40246,41380,40994,40280,40704
13279,13,13279,"Toombs County, Georgia",Georgia,Toombs County,13,13279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27223,27223,27317,27240,27217,27302,27282
13279,13,279,Toombs County,Georgia,Toombs County,13,279,3,5,19151,19900,20200,21000,21300,21700,21900,22300,22300,22600,22592,22746,23015,23140,23536,23593,23873,24017,24155,24076,24117,24169,24462,24653,24644,25026,25466,25665,25822,25990,26106,26063,26128,26191,26421,26900,27296,27767,28083,27959,24072,NA,NA,NA,NA,NA,NA,NA
13281,13,281,Towns County,Georgia,Towns County,13,281,3,5,4565,4900,4800,4900,5000,5000,5100,5200,5300,5500,5638,5922,6039,6164,6236,6254,6385,6561,6542,6688,6774,6871,7007,7249,7390,7636,7987,8204,8477,8800,9371,9575,9678,9937,10129,10260,10655,10849,10984,11010,6754,NA,NA,NA,NA,NA,NA,NA
13281,13,13281,"Towns County, Georgia",Georgia,Towns County,13,13281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10471,10471,10534,10477,10487,10752,11098
13283,13,283,Treutlen County,Georgia,Treutlen County,13,283,3,5,5647,5700,5700,5700,5800,5900,6000,6100,6100,6100,6087,6148,6190,6157,6148,6075,6010,6030,6021,6024,5993,5995,5925,5922,5949,5936,5928,5960,5966,5933,6882,6930,6924,6972,7014,6732,6845,6905,6995,7058,5994,NA,NA,NA,NA,NA,NA,NA
13283,13,13283,"Treutlen County, Georgia",Georgia,Treutlen County,13,13283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6885,6885,6889,6821,6751,6665,6778
13285,13,13285,"Troup County, Georgia",Georgia,Troup County,13,13285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67044,67044,67154,67773,68472,69007,69469
13285,13,285,Troup County,Georgia,Troup County,13,285,3,5,44466,44700,44700,45700,46500,47100,47500,47800,48300,49200,50003,50401,51196,51438,52500,53438,53901,54051,54598,55598,55592,56415,56545,56914,57459,57854,58326,58344,58574,58801,58892,59617,59828,60162,61205,62245,62656,63398,64119,64653,55532,NA,NA,NA,NA,NA,NA,NA
13287,13,13287,"Turner County, Georgia",Georgia,Turner County,13,13287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8930,8930,8944,8847,8369,8143,8153
13287,13,287,Turner County,Georgia,Turner County,13,287,3,5,8790,8600,8800,8800,8800,9000,9100,9200,9300,9400,9510,9455,9461,9528,9489,9323,9320,9060,8931,8842,8693,8794,8648,8891,8911,8836,9045,9108,9188,9249,9501,9535,9633,9523,9494,9488,9406,9380,9341,9254,8703,NA,NA,NA,NA,NA,NA,NA
13289,13,13289,"Twiggs County, Georgia",Georgia,Twiggs County,13,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9023,9023,8965,8813,8501,8462,8320
13289,13,289,Twiggs County,Georgia,Twiggs County,13,289,3,5,8222,8100,8200,8500,8400,8500,8500,8900,9300,9700,9354,9402,9416,9398,9479,9728,9694,9696,9603,9771,9832,9774,9719,9728,9855,10019,9869,9793,10116,10198,10571,10534,10725,10779,10675,10469,10291,10218,10204,10111,9806,NA,NA,NA,NA,NA,NA,NA
13291,13,291,Union County,Georgia,Union County,13,291,3,5,6811,7200,7600,7800,8100,8300,8700,8700,8700,8900,9390,9710,9857,9945,10134,10314,10611,10964,11357,11730,12071,12392,12895,13211,13599,14379,14959,15751,16506,17234,17404,17843,18352,19004,19356,19797,20376,20894,21175,21252,11993,NA,NA,NA,NA,NA,NA,NA
13291,13,13291,"Union County, Georgia",Georgia,Union County,13,13291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21356,21356,21324,21369,21481,21607,21984
13293,13,13293,"Upson County, Georgia",Georgia,Upson County,13,13293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27153,27153,27067,26943,26615,26522,26256
13293,13,293,Upson County,Georgia,Upson County,13,293,3,5,23505,23700,24400,24500,24700,25000,24800,25300,25700,25900,25998,26346,26530,26486,26471,26091,26383,26388,26340,26435,26318,26263,26309,26436,26633,26794,26892,27130,27061,27079,27617,27711,27580,27619,27515,27492,27430,27547,27484,27551,26300,NA,NA,NA,NA,NA,NA,NA
13295,13,13295,"Walker County, Georgia",Georgia,Walker County,13,13295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68756,68756,68889,68618,68184,68317,68218
13295,13,295,Walker County,Georgia,Walker County,13,295,3,5,50691,52200,53600,54300,54900,55300,56200,56100,55800,56500,56470,56852,57173,56959,56865,57171,57396,57675,58287,58494,58360,58798,59156,59401,59746,60573,61269,62176,62690,62963,61114,61585,61964,62187,62603,63148,63915,64558,64869,64983,58310,NA,NA,NA,NA,NA,NA,NA
13297,13,13297,"Walton County, Georgia",Georgia,Walton County,13,13297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83768,83768,83979,84441,84867,85987,87615
13297,13,297,Walton County,Georgia,Walton County,13,297,3,5,23404,25200,25900,28200,29000,29500,29800,30500,30600,31100,31211,31111,31576,31896,32671,33655,34995,36132,36991,38029,38763,39853,40603,42483,44811,46916,49296,51429,54629,58498,61559,64295,66856,69204,71741,75494,79295,83241,85872,87311,38586,NA,NA,NA,NA,NA,NA,NA
13299,13,299,Ware County,Georgia,Ware County,13,299,3,5,33525,34200,35300,35400,36300,36900,36800,37300,37200,37600,37180,37398,37375,36849,36912,37005,36785,36664,36285,35748,35451,35521,35790,35801,35646,35694,35467,35630,35414,35232,35439,35442,35152,35160,34915,34922,35538,35931,35984,35914,35471,NA,NA,NA,NA,NA,NA,NA
13299,13,13299,"Ware County, Georgia",Georgia,Ware County,13,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36312,36306,36366,36177,35814,35704,35515
13301,13,301,Warren County,Georgia,Warren County,13,301,3,5,6669,7000,7300,7000,6300,6300,6200,6300,6500,6600,6583,6645,6621,6515,6562,6431,6385,6339,6226,6184,6070,6079,6020,6061,6035,6026,5972,5998,6070,6075,6296,6356,6249,6183,6130,6063,5930,5865,5823,5755,6078,NA,NA,NA,NA,NA,NA,NA
13301,13,13301,"Warren County, Georgia",Georgia,Warren County,13,13301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5834,5834,5792,5701,5563,5554,5520
13303,13,303,Washington County,Georgia,Washington County,13,303,3,5,17480,17700,17600,17900,17800,18100,18300,18500,18500,18900,18842,18998,18964,18994,18995,19078,18925,18934,18993,19117,19159,19285,19448,19572,19713,19796,19802,20019,20055,20198,21160,21119,20908,20970,20901,19914,20520,20853,20874,20879,19112,NA,NA,NA,NA,NA,NA,NA
13303,13,13303,"Washington County, Georgia",Georgia,Washington County,13,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21187,21187,21121,21015,20857,20679,20635
13305,13,305,Wayne County,Georgia,Wayne County,13,305,3,5,17858,18300,19000,19500,19400,19800,19900,20000,20100,20400,20750,21194,21509,21553,21536,21591,21620,21879,21927,22092,22449,23206,23742,23883,24054,24572,24643,24983,25360,25610,26591,26845,27207,27679,27990,28263,28568,28996,29535,29407,22356,NA,NA,NA,NA,NA,NA,NA
13305,13,13305,"Wayne County, Georgia",Georgia,Wayne County,13,13305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30099,30099,30116,30355,30371,30058,29949
13307,13,13307,"Webster County, Georgia",Georgia,Webster County,13,13307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2799,2801,2775,2797,2792,2707,2649
13307,13,307,Webster County,Georgia,Webster County,13,307,3,5,2362,2400,2500,2500,2400,2300,2200,2300,2300,2300,2341,2399,2384,2376,2333,2278,2318,2301,2265,2260,2259,2245,2226,2222,2241,2247,2213,2262,2200,2203,2377,2288,2247,2278,2275,2240,2232,2266,2200,2192,2263,NA,NA,NA,NA,NA,NA,NA
13309,13,309,Wheeler County,Georgia,Wheeler County,13,309,3,5,4596,4700,4800,4800,4700,4800,4900,5000,5100,5100,5155,5145,5159,5054,5099,5100,5019,4987,4937,4881,4921,4907,4829,4887,4814,4800,4916,4983,4900,4864,6183,6674,6539,6502,6401,6589,6830,6783,6885,7010,4903,NA,NA,NA,NA,NA,NA,NA
13309,13,13309,"Wheeler County, Georgia",Georgia,Wheeler County,13,13309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7421,7421,7761,8059,7908,7939,7995
13311,13,311,White County,Georgia,White County,13,311,3,5,7742,7900,8200,8400,8700,8800,9100,9400,9500,9900,10120,10437,10615,10899,11127,11485,11566,11941,12271,12743,13092,13412,13868,14082,14551,15348,16087,16838,17485,18195,20127,20931,21929,22631,23287,23769,24451,24873,25122,25294,13006,NA,NA,NA,NA,NA,NA,NA
13311,13,13311,"White County, Georgia",Georgia,White County,13,13311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27144,27144,27237,27403,27577,27781,27970
13313,13,13313,"Whitfield County, Georgia",Georgia,Whitfield County,13,13313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102599,102599,102769,103076,103187,103087,103542
13313,13,313,Whitfield County,Georgia,Whitfield County,13,313,3,5,55108,57600,59200,61300,62800,62300,62500,63900,64900,65700,65775,66610,66321,66518,67686,68475,69266,70573,71628,72202,72630,73204,73968,75066,76964,78475,79771,81171,82042,83220,84064,85447,86381,86972,88518,89975,91331,92707,93748,93698,72462,NA,NA,NA,NA,NA,NA,NA
13315,13,13315,"Wilcox County, Georgia",Georgia,Wilcox County,13,13315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9255,9255,9271,9165,9027,8996,8847
13315,13,315,Wilcox County,Georgia,Wilcox County,13,315,3,5,6998,7000,6900,7100,7100,7200,7300,7500,7700,7600,7682,7540,7552,7418,7330,7269,7223,7179,7183,7094,6994,7024,7003,7012,7078,7162,7246,7323,7361,7419,8574,8786,8659,8675,8709,8599,8652,8668,8791,8895,7008,NA,NA,NA,NA,NA,NA,NA
13317,13,13317,"Wilkes County, Georgia",Georgia,Wilkes County,13,13317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10593,10593,10491,10194,10046,9944,9940
13317,13,317,Wilkes County,Georgia,Wilkes County,13,317,3,5,10184,10400,10700,10500,10300,10400,10400,10600,10700,10700,10951,11013,11140,11114,11238,11164,11058,11000,10805,10734,10578,10587,10651,10626,10560,10581,10561,10634,10606,10556,10670,10593,10605,10604,10435,10332,10307,10241,10314,10268,10597,NA,NA,NA,NA,NA,NA,NA
13319,13,13319,"Wilkinson County, Georgia",Georgia,Wilkinson County,13,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9563,9563,9516,9457,9542,9436,9326
13319,13,319,Wilkinson County,Georgia,Wilkinson County,13,319,3,5,9393,10000,10000,10100,9900,10100,10100,10100,10200,10400,10368,10265,10372,10484,10439,10483,10388,10314,10275,10272,10261,10236,10278,10449,10446,10616,10782,10777,10863,10908,10222,10298,10238,10173,10123,10083,10019,10031,10013,10076,10228,NA,NA,NA,NA,NA,NA,NA
13321,13,13321,"Worth County, Georgia",Georgia,Worth County,13,13321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21679,21679,21734,21617,21470,21064,20940
13321,13,321,Worth County,Georgia,Worth County,13,321,3,5,14770,15500,16100,16500,17100,17200,17300,17700,17600,17800,18064,18363,18629,18709,18886,18968,19308,19353,19602,19818,19750,19966,20370,20746,21128,21412,21944,22288,22446,22483,21968,21971,21767,21723,21664,21432,21473,21315,21322,21214,19744,NA,NA,NA,NA,NA,NA,NA
