fips,state_fips,county_fips,areaname,state_name,county_name,fipsst,fipsco,region,division,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop19904,pop20104,base20104,pop2010,pop2011,pop2012,pop2013,pop2014
13077,13,13077,"Coweta County, Georgia",Georgia,Coweta County,13,13077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127317,127317,127946,129480,130878,133222,135571
13077,13,77,Coweta County,Georgia,Coweta County,13,077,3,5,32310,33800,34500,35600,36200,36200,36500,36800,37300,38200,39268,40282,40933,41567,42698,44426,45792,47549,49765,51796,54527,57165,60311,63623,67919,72072,76420,80740,85118,89401,90148,93765,97424,100684,104496,108841,114324,118964,123416,127111,53853,NA,NA,NA,NA,NA,NA,NA
13079,13,79,Crawford County,Georgia,Crawford County,13,079,3,5,5748,6000,6000,6200,6500,6700,6900,7000,7300,7500,7684,7340,7393,7484,7688,7833,8093,8339,8581,8826,9030,9222,9241,9575,9847,10156,10428,10731,10655,10414,12429,12446,12447,12438,12572,12607,12617,12540,12553,12240,8991,NA,NA,NA,NA,NA,NA,NA
13079,13,13079,"Crawford County, Georgia",Georgia,Crawford County,13,13079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12630,12630,12587,12605,12619,12481,12387
13081,13,81,Crisp County,Georgia,Crisp County,13,081,3,5,18087,18100,18500,19000,19300,19600,19500,19400,19400,19700,19489,19773,19994,19966,19974,20139,19984,20100,20074,20206,19991,20438,20329,20328,20543,20561,20694,20539,20693,20637,21971,22025,21993,21755,21778,21774,21914,22179,22233,22210,20011,NA,NA,NA,NA,NA,NA,NA
13081,13,13081,"Crisp County, Georgia",Georgia,Crisp County,13,13081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23439,23439,23407,23785,23657,23232,22934
13083,13,13083,"Dade County, Georgia",Georgia,Dade County,13,13083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16633,16633,16630,16591,16551,16502,16389
13083,13,83,Dade County,Georgia,Dade County,13,083,3,5,9910,10600,10700,11400,11800,11700,11700,11800,11800,12200,12318,12172,12207,12145,12277,12302,12527,12599,12722,13024,13190,13295,13346,13552,13929,14150,14477,14604,15057,15344,15176,15460,15592,15723,15797,15877,16018,16195,16132,16127,13183,NA,NA,NA,NA,NA,NA,NA
13085,13,85,Dawson County,Georgia,Dawson County,13,085,3,5,3639,3600,3600,4000,3900,4000,4200,4400,4500,4700,4774,5019,5261,5665,6167,6782,7325,8050,8624,9027,9543,9903,10288,10700,11317,12200,13046,13953,14898,15945,16304,16919,17546,18403,18810,19666,20721,21602,22104,22555,9429,NA,NA,NA,NA,NA,NA,NA
13085,13,13085,"Dawson County, Georgia",Georgia,Dawson County,13,13085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22330,22339,22300,22214,22376,22651,22957
13087,13,87,Decatur County,Georgia,Decatur County,13,087,3,5,22310,22600,22500,23000,23700,24300,24700,24800,24700,25100,25495,25820,25899,25674,25848,25914,25740,25581,25591,25591,25550,25784,25875,26051,26181,26299,26433,26679,27021,27128,28245,27982,28079,28064,28125,27962,28377,28543,28754,28838,25517,NA,NA,NA,NA,NA,NA,NA
13087,13,13087,"Decatur County, Georgia",Georgia,Decatur County,13,13087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27842,27842,27821,27663,27463,27372,27220
13089,13,13089,"DeKalb County, Georgia",Georgia,DeKalb County,13,13089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691893,691894,692574,697953,708304,714935,722161
13089,13,89,DeKalb County,Georgia,DeKalb County,13,089,3,5,415387,440200,462700,467400,478000,477900,479600,487800,488500,480200,483024,487438,492317,499706,507335,518161,526966,533263,538476,542787,548227,555163,561524,568274,576469,582953,587594,590443,592870,596853,668826,682207,690039,697130,704512,716778,727078,733746,740426,747274,546174,NA,NA,NA,NA,NA,NA,NA
13091,13,13091,"Dodge County, Georgia",Georgia,Dodge County,13,13091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21796,21797,21789,21462,21353,21243,20976
13091,13,91,Dodge County,Georgia,Dodge County,13,091,3,5,15658,16200,16500,16500,16700,16800,17000,17000,17100,16800,16955,17086,17063,17251,17261,17346,17349,17218,17317,17537,17647,17887,17710,17866,17788,17778,18030,18087,18120,18146,19156,19296,19346,19517,19483,19506,19686,19772,19764,19749,17607,NA,NA,NA,NA,NA,NA,NA
13093,13,93,Dooly County,Georgia,Dooly County,13,093,3,5,10404,10600,10900,10700,10800,10900,10900,11100,11100,10900,10826,10897,10714,10617,10630,10527,10359,10117,10020,9901,9914,9927,10027,10232,10104,10205,10390,10479,10409,10433,11495,11713,11570,11532,11534,11629,11702,11536,11517,11819,9901,NA,NA,NA,NA,NA,NA,NA
13093,13,13093,"Dooly County, Georgia",Georgia,Dooly County,13,13093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14918,14918,14838,14548,14326,14313,14188
13095,13,95,Dougherty County,Georgia,Dougherty County,13,095,3,5,89639,93300,96400,96600,92100,93000,94900,97000,97700,99400,100710,101986,102359,101908,101568,101917,100808,99692,98595,97410,96269,96625,97538,97588,97405,96602,96304,95549,95019,94080,95884,96129,95783,95574,95051,95177,94990,95301,95322,95859,96321,NA,NA,NA,NA,NA,NA,NA
13095,13,13095,"Dougherty County, Georgia",Georgia,Dougherty County,13,13095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94565,94565,94530,94839,94542,93130,92407
13097,13,97,Douglas County,Georgia,Douglas County,13,097,3,5,28659,31800,33900,40500,44200,45800,47400,48400,50800,53400,54573,55919,57293,58781,60578,62270,64684,66772,68812,70139,71613,73310,75101,77319,79735,81732,84290,86633,89398,91175,92700,95504,98222,101460,106596,112370,118777,124324,128111,129703,71120,NA,NA,NA,NA,NA,NA,NA
13097,13,13097,"Douglas County, Georgia",Georgia,Douglas County,13,13097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132403,132339,132644,133280,133926,136560,138776
13099,13,13099,"Early County, Georgia",Georgia,Early County,13,13099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11008,11004,10963,10742,10605,10511,10491
13099,13,99,Early County,Georgia,Early County,13,099,3,5,12682,12800,12900,12800,12700,12800,12900,12900,12900,13000,13158,13133,13051,12866,12836,12743,12505,12269,12058,12019,11854,11940,12063,12068,12065,12090,12158,12132,12171,12127,12339,12297,12185,12166,12031,12015,11974,11807,11698,11568,11854,NA,NA,NA,NA,NA,NA,NA
13101,13,13101,"Echols County, Georgia",Georgia,Echols County,13,13101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4034,4034,4027,4096,3965,3997,4003
13101,13,101,Echols County,Georgia,Echols County,13,101,3,5,1924,2000,2000,1900,2100,2100,2100,2200,2200,2400,2297,2225,2177,2175,2250,2320,2320,2266,2298,2275,2351,2309,2269,2251,2176,2283,2342,2407,2361,2534,3794,3816,3823,3946,4062,4116,4113,4155,4190,4213,2334,NA,NA,NA,NA,NA,NA,NA
13103,13,103,Effingham County,Georgia,Effingham County,13,103,3,5,13632,14200,14400,15200,15500,15700,15900,16500,17300,18000,18327,18623,19321,19994,20696,21391,22212,22974,23827,24703,26014,26544,27397,28856,30369,31813,33172,35053,36565,38370,37812,39310,41088,42630,44288,46508,48787,50838,52110,53541,25687,NA,NA,NA,NA,NA,NA,NA
13103,13,13103,"Effingham County, Georgia",Georgia,Effingham County,13,13103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52250,52250,52446,52673,53337,54488,55423
13105,13,13105,"Elbert County, Georgia",Georgia,Elbert County,13,13105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20166,20166,20101,19823,19593,19514,19438
13105,13,105,Elbert County,Georgia,Elbert County,13,105,3,5,17262,17200,17700,17800,17800,18000,17900,18300,18300,18400,18758,18954,18991,18923,18963,18896,18914,18889,18959,19020,18950,19018,18959,19054,19134,19135,19220,19190,19322,19363,20497,20581,20656,20610,20735,20633,20679,20613,20575,20372,18949,NA,NA,NA,NA,NA,NA,NA
13107,13,107,Emanuel County,Georgia,Emanuel County,13,107,3,5,18357,18800,19700,19700,19900,20100,20400,20600,20800,20700,20795,20957,20885,20826,20904,20936,20924,20771,20671,20641,20579,20639,20688,20922,20853,20875,20960,20993,21017,21042,21862,21778,21710,21859,21757,22045,22455,22554,22973,23075,20546,NA,NA,NA,NA,NA,NA,NA
13107,13,13107,"Emanuel County, Georgia",Georgia,Emanuel County,13,13107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22598,22594,22609,22581,22849,22861,22755
13109,13,109,Evans County,Georgia,Evans County,13,109,3,5,7290,8200,8400,7800,7900,8000,8300,8300,8400,8700,8428,8575,8546,8547,8466,8337,8303,8426,8551,8654,8731,8777,8936,9200,9195,9383,9535,9706,9923,10089,10564,10807,11061,11239,11192,11244,11307,11395,11587,11695,8724,NA,NA,NA,NA,NA,NA,NA
13109,13,13109,"Evans County, Georgia",Georgia,Evans County,13,13109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,11001,11006,10965,10660,10813,10898
13111,13,13111,"Fannin County, Georgia",Georgia,Fannin County,13,13111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23682,23693,23688,23505,23467,23746,23753
13111,13,111,Fannin County,Georgia,Fannin County,13,111,3,5,13357,13700,13900,14100,13800,14100,14500,14600,14700,14800,14748,14824,14899,14995,15091,15356,15449,15742,15815,15860,16048,16205,16543,16586,17032,17372,17744,18152,18575,18945,19947,20325,20876,21146,21527,21737,22233,22555,22701,22945,15992,NA,NA,NA,NA,NA,NA,NA
13113,13,113,Fayette County,Georgia,Fayette County,13,113,3,5,11364,12200,12600,14900,16300,17700,19200,20900,23500,26500,29043,31464,33701,36410,40034,43627,47668,51940,56070,59614,63264,66223,69470,72411,75711,78573,81796,85050,88733,92378,92082,94216,95988,98032,99951,102556,104842,105933,106398,106788,62415,NA,NA,NA,NA,NA,NA,NA
13113,13,13113,"Fayette County, Georgia",Georgia,Fayette County,13,13113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106567,106566,106990,107211,107432,108355,109664
13115,13,13115,"Floyd County, Georgia",Georgia,Floyd County,13,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96317,96317,96393,96182,96066,96025,96063
13115,13,115,Floyd County,Georgia,Floyd County,13,115,3,5,73742,75700,76300,77200,78000,78900,79500,80500,80200,79600,79800,79948,79897,79163,79223,79520,79804,80281,81046,81290,81376,81729,82118,82672,83052,83742,84276,84743,85138,85512,90811,91165,92612,93461,93864,94159,94973,95117,95696,96250,81251,NA,NA,NA,NA,NA,NA,NA
13117,13,117,Forsyth County,Georgia,Forsyth County,13,117,3,5,16928,19100,19700,21200,22400,23000,23700,24400,25000,26600,27958,28788,29596,30373,31771,33779,36076,38158,40089,42082,44763,46994,49748,52569,56895,62225,69137,76333,86409,96686,100467,108680,116127,123112,130225,138386,148196,158369,168098,174520,44083,NA,NA,NA,NA,NA,NA,NA
13117,13,13117,"Forsyth County, Georgia",Georgia,Forsyth County,13,13117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175511,175511,176737,182392,187826,195312,204302
13119,13,13119,"Franklin County, Georgia",Georgia,Franklin County,13,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22084,22084,22066,21957,21923,22044,22264
13119,13,119,Franklin County,Georgia,Franklin County,13,119,3,5,12784,13000,13400,13800,14000,14300,14500,15000,15000,15100,15185,15438,15495,15659,15664,15985,16158,16361,16467,16637,16688,16925,17145,17371,17524,17761,18131,18541,19061,19311,20336,20681,20861,21053,21239,21473,21646,21833,21804,21748,16650,NA,NA,NA,NA,NA,NA,NA
13121,13,121,Fulton County,Georgia,Fulton County,13,121,3,5,605210,603600,607000,599700,587000,576900,569700,567000,570500,590200,589904,602792,607085,614000,621124,631793,639288,645977,649504,650210,649309,655833,664637,676914,691155,700739,714882,723708,737222,744827,817145,846877,862931,881850,905802,934242,963596,990790,1013356,1033756,648776,NA,NA,NA,NA,NA,NA,NA
13121,13,13121,"Fulton County, Georgia",Georgia,Fulton County,13,13121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920581,920579,926149,950359,977950,984721,996319
13123,13,13123,"Gilmer County, Georgia",Georgia,Gilmer County,13,13123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28292,28281,28306,28280,28205,28587,28829
13123,13,123,Gilmer County,Georgia,Gilmer County,13,123,3,5,8956,9600,9400,9800,10100,10400,10600,11100,10800,11000,11110,11205,11413,11378,11661,11895,12184,12470,12786,13204,13446,13928,14293,14776,15229,16007,16816,17994,18747,19766,23743,24397,25151,25868,26537,27236,28153,28578,28918,29021,13368,NA,NA,NA,NA,NA,NA,NA
13125,13,125,Glascock County,Georgia,Glascock County,13,125,3,5,2280,2300,2300,2300,2300,2200,2200,2200,2200,2200,2382,2403,2407,2344,2333,2403,2369,2349,2333,2363,2355,2318,2301,2356,2375,2401,2453,2485,2514,2544,2562,2548,2556,2554,2609,2613,2708,2769,2790,2801,2357,NA,NA,NA,NA,NA,NA,NA
13125,13,13125,"Glascock County, Georgia",Georgia,Glascock County,13,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3082,3082,3064,3108,3120,3083,3053
13127,13,127,Glynn County,Georgia,Glynn County,13,127,3,5,50528,52100,53300,53600,52600,51200,51700,52600,53200,54600,54981,55682,56270,57025,57809,58410,59163,59919,60976,61804,62705,63287,63710,64674,64846,65342,65857,66512,67187,67945,67660,68380,69057,69913,70566,71469,73447,74753,76044,76820,62496,NA,NA,NA,NA,NA,NA,NA
13127,13,13127,"Glynn County, Georgia",Georgia,Glynn County,13,13127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79626,79626,79802,80216,80960,81533,82175
13129,13,129,Gordon County,Georgia,Gordon County,13,129,3,5,23570,24900,26000,26900,28100,28100,28400,28600,29300,30100,30070,30561,30752,31063,31901,32557,32842,33496,34179,34845,35205,35669,36225,37097,37666,38381,39215,40260,41078,41966,44388,45560,46568,47550,48653,49608,50931,52005,52964,53292,35067,NA,NA,NA,NA,NA,NA,NA
13129,13,13129,"Gordon County, Georgia",Georgia,Gordon County,13,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55186,55186,55204,55508,55740,55830,56047
13131,13,13131,"Grady County, Georgia",Georgia,Grady County,13,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25011,25012,25047,25165,25366,25258,25359
13131,13,131,Grady County,Georgia,Grady County,13,131,3,5,17826,17700,18100,18400,18600,19200,19300,19700,19800,19800,19845,19862,19782,19818,20661,20794,20710,20553,20446,20335,20328,20390,20528,20848,21010,21224,21460,21491,21416,21600,23647,23695,23745,23852,24000,24228,24621,24911,25056,25187,20279,NA,NA,NA,NA,NA,NA,NA
13133,13,133,Greene County,Georgia,Greene County,13,133,3,5,10212,10100,10500,10700,10900,11000,11100,11300,11400,11500,11391,11521,11512,11683,11709,11619,11524,11503,11695,11728,11848,12081,12147,12413,12615,12786,13024,13363,13663,14094,14451,14762,15017,15127,15298,15415,15486,15736,15765,15743,11793,NA,NA,NA,NA,NA,NA,NA
13133,13,13133,"Greene County, Georgia",Georgia,Greene County,13,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15994,15994,15992,16051,16132,16283,16490
13135,13,13135,"Gwinnett County, Georgia",Georgia,Gwinnett County,13,13135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805321,805324,808374,824981,840221,858956,877922
13135,13,135,Gwinnett County,Georgia,Gwinnett County,13,135,3,5,72349,79000,84100,99900,110800,118500,126500,135400,145200,156300,166815,179135,192057,208337,229270,253023,277263,301620,323528,341985,356609,372252,390401,411871,433710,457155,476790,500644,522666,545632,596296,621798,644753,666768,691986,716436,746975,772464,790519,808167,352910,NA,NA,NA,NA,NA,NA,NA
13137,13,13137,"Habersham County, Georgia",Georgia,Habersham County,13,13137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43041,43041,43095,43106,43463,43294,43752
13137,13,137,Habersham County,Georgia,Habersham County,13,137,3,5,20691,21400,22100,22400,23000,23600,24400,24800,25300,25000,25020,25282,25810,25972,26043,26171,26519,26796,27137,27424,27735,28119,28587,29135,29471,30102,30658,31226,31734,32530,36123,36990,37555,38188,38668,39323,40873,42164,42975,43613,27622,NA,NA,NA,NA,NA,NA,NA
13139,13,13139,"Hall County, Georgia",Georgia,Hall County,13,13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179684,179684,180034,182954,185084,187759,190761
13139,13,139,Hall County,Georgia,Hall County,13,139,3,5,59405,62000,63400,65800,66800,69100,69600,71200,72500,74300,75649,77629,78832,80278,82024,84174,87054,89092,91583,93865,95984,98317,99964,102610,105598,108791,112170,115821,119334,123290,140886,146870,151775,155887,159745,165245,171867,178838,184731,187743,95434,NA,NA,NA,NA,NA,NA,NA
13141,13,13141,"Hancock County, Georgia",Georgia,Hancock County,13,13141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9429,9402,9410,9368,9030,8898,8509
13141,13,141,Hancock County,Georgia,Hancock County,13,141,3,5,9019,9300,9400,9500,9400,9500,9500,9500,9600,9500,9466,9479,9379,9328,9408,9347,9245,9198,9045,9010,8903,8923,8971,9025,8999,9073,8961,8998,9139,9046,10056,9986,9729,9627,9524,9449,9431,9623,9524,9219,8908,NA,NA,NA,NA,NA,NA,NA
13143,13,143,Haralson County,Georgia,Haralson County,13,143,3,5,15927,16500,17000,17100,17300,17500,17800,17900,18100,17900,18422,18994,19241,19368,19925,20372,20787,21235,21556,21867,21997,22090,22386,22646,22955,23261,23744,24187,24590,25070,25832,26298,26752,27297,27715,28090,28256,28708,28849,28890,21966,NA,NA,NA,NA,NA,NA,NA
13143,13,13143,"Haralson County, Georgia",Georgia,Haralson County,13,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28780,28780,28788,28515,28388,28482,28641
13145,13,145,Harris County,Georgia,Harris County,13,145,3,5,11520,11700,12100,12700,13100,13400,13800,14400,14900,15200,15464,15209,15356,15592,15918,16507,16861,17067,17538,17768,17818,17797,18142,18969,19723,20427,21275,22214,22297,22634,23797,24322,24969,25743,26523,27339,28296,29112,29535,30138,17788,NA,NA,NA,NA,NA,NA,NA
13145,13,13145,"Harris County, Georgia",Georgia,Harris County,13,13145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32024,32026,32167,32366,32613,32673,32876
13147,13,147,Hart County,Georgia,Hart County,13,147,3,5,15814,16200,16400,17100,17300,17600,17800,18100,18200,18300,18585,18678,18863,18872,19031,19276,19360,19336,19478,19610,19809,19897,20182,20341,20326,20708,21024,21512,21793,22124,23054,22985,23124,23119,23568,23867,24129,24123,24252,24067,19712,NA,NA,NA,NA,NA,NA,NA
13147,13,13147,"Hart County, Georgia",Georgia,Hart County,13,13147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25213,25213,25189,25435,25549,25480,25377
13149,13,149,Heard County,Georgia,Heard County,13,149,3,5,5354,5500,5600,5700,5800,5900,5900,6100,6200,6300,6520,6557,6648,6833,7014,7280,7634,7827,8024,8412,8683,8835,8979,9202,9330,9573,9800,9993,10088,10490,11085,11163,11190,11099,11167,11220,11382,11424,11561,11528,8628,NA,NA,NA,NA,NA,NA,NA
13149,13,13149,"Heard County, Georgia",Georgia,Heard County,13,13149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11834,11834,11851,11711,11644,11561,11603
13151,13,151,Henry County,Georgia,Henry County,13,151,3,5,23724,24900,25400,27200,28900,29600,29900,30400,32100,34400,36309,37132,38270,39651,41305,43402,45567,48460,51785,55255,59892,63552,67493,72860,78890,84589,90954,97731,104925,113443,121572,130460,139800,149461,157954,166966,176995,184902,190529,195370,58741,NA,NA,NA,NA,NA,NA,NA
